E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2352.5667934589173,-60.50077484303144,2276.940824905128,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2328.934337258599,-41.03062599162372,2277.6460547690695,0.00022590528457969186,1.790187795846123,0.043366925259209814,4171.80013266368,100,0.5
2323.83589499414,-34.288813198255845,2280.97487849632,0.0002248499477366224,1.8405500198409468,0.048439307469926855,4171.800132663679,200,1.0
2339.881822977206,-43.30587734778091,2285.74947629248,0.00022361436657438946,1.954418563213102,0.054438859681887,4171.80013266368,300,1.5
2379.9875209471084,-69.14133723406121,2293.560849404532,0.00022135733462727426,2.1171914199303923,0.0655711401453126,4171.800132663678,400,2.0
2409.145876953121,-84.97551458203125,2302.926483725582,0.00021866526529650194,2.412308760638186,0.07914966445782977,4171.800132663684,500,2.5
2441.9955262303297,-93.85245920403325,2324.679952225288,0.00021345673512811972,2.5105100371365956,0.10639333201505509,4171.800132663682,600,3.0
2543.299738523385,-143.69215052686985,2363.6845503647974,0.00020526862031136408,2.8417126719407007,0.1520171420327311,4171.80013266368,700,3.5
2717.204815754516,-229.7902660404244,2429.9669832039854,0.00019365877407492805,3.4632926120966725,0.2233199738489221,4171.800132663679,800,4.0
2968.061787079247,-330.56350588123325,2554.8574047277057,0.00017710765577842288,3.8093743842323438,0.3411328834396613,4171.800132663678,900,4.5
3406.611664878908,-506.7611821000704,2773.16018725382,0.00015671123029410716,4.3321047254881755,0.5205470203670717,4171.800132663684,1000,5.0
