M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.59228515625,0.59228515625,-2792.0,618.2058223897839,-2173.794177610216,-1030.3430373163062,1213,0.6491982936859131,10.682110663796502,16.82281630655946,0
0.00146484375,0.00146484375,8168.0,64.68285723708777,8232.682857237087,-107.80476206181297,6,0.9999977350234985,1.5843175151198357,0.05548094303910218,100
-0.00048828125,0.00048828125,8184.0,62.95241121877116,8246.952411218772,-104.9206853646186,2,0.9999996423721313,1.2184539066858988,0.018025329097631028,200
0.0009765625,0.0009765625,8176.0,63.603073364135355,8239.603073364135,-106.00512227355895,4,0.9999990463256836,1.1767758220882032,0.030559565672470743,300
0.0,0.0,8192.0,62.25173522985233,8254.251735229853,-103.75289204975388,0,1.0,0.05066059182116889,0.002566495563671084,400
0.00048828125,0.00048828125,8184.0,62.95241112112549,8246.952411121125,-104.92068520187583,2,0.9999996423721313,1.2184537439431216,0.018025326081865654,500
0.00048828125,0.00048828125,8184.0,62.95241120424967,8246.952411204249,-104.92068534041613,2,0.9999996423721313,1.2184538824834126,0.018025328375754195,600
0.0009765625,0.0009765625,8176.0,63.7341575615485,8239.734157561548,-106.22359593591418,4,0.9999990463256836,1.2860126181652332,0.04377864543695463,700
-0.00048828125,0.00048828125,8184.0,62.952411170421314,8246.952411170421,-104.92068528403553,2,0.9999996423721313,1.2184538261028153,0.018025328025083803,800
0.00048828125,0.00048828125,8184.0,62.952411119746984,8246.952411119746,-104.92068519957832,2,0.9999996423721313,1.2184537416456085,0.018025326336495878,900
0.0,0.0,8176.0,63.779326467009376,8239.779326467009,-106.29887744501563,4,1.0,1.323653304093059,0.047842375505306484,1000
