M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.59228515625,0.59228515625,-2792.0,1030.3430373163064,-1761.6569626836936,-1030.3430373163062,1213,0.6491982936859131,10.682110663796502,16.82281630655946,0
-0.00048828125,0.00048828125,-7640.0,173922.98380182055,166282.98380182055,-173922.98380182055,140,0.9999996423721313,128.36734623982542,8700.972028156706,100
-0.00146484375,0.00146484375,-7720.0,174267.40715288,166547.40715288,-174267.40715287998,134,0.9999977350234985,128.35338856695083,8716.192301053892,200
0.00244140625,0.00244140625,-7712.0,174191.96905306465,166479.96905306465,-174191.96905306465,136,0.9999939203262329,128.3377039614701,8712.724446771434,300
-0.00341796875,0.00341796875,-7700.0,174159.991210324,166459.991210324,-174159.991210324,135,0.9999881982803345,128.226991314939,8711.111203847355,400
-0.0009765625,0.0009765625,-7640.0,173940.11297231002,166300.11297231002,-173940.11297231,138,0.9999990463256836,128.25671473147992,8701.395614263063,500
-0.001953125,0.001953125,-7724.0,174186.78094082055,166462.78094082055,-174186.78094082055,136,0.9999961853027344,128.42096247970056,8712.375538722774,600
-0.00048828125,0.00048828125,-7664.0,173976.44671461394,166312.44671461394,-173976.44671461397,140,0.9999996423721313,127.93077921188315,8703.177439997908,700
-0.00048828125,0.00048828125,-7688.0,174117.28045130742,166429.28045130742,-174117.28045130745,138,0.9999996423721313,128.08509254947762,8709.553487653531,800
-0.00048828125,0.00048828125,-7648.0,173924.07344983882,166276.07344983882,-173924.07344983885,139,0.9999996423721313,127.98507662837208,8700.62066800236,900
-0.001953125,0.001953125,-7668.0,174105.25112879803,166437.25112879803,-174105.25112879803,134,0.9999961853027344,128.2958082128845,8708.918939625815,1000
-0.00634765625,0.00634765625,-7716.0,174117.60302084574,166401.60302084574,-174117.60302084574,138,0.9999595880508423,128.6592451342049,8709.043634628677,1100
0.00146484375,0.00146484375,-7628.0,173952.0767662054,166324.0767662054,-173952.0767662054,140,0.9999977350234985,128.16860413293495,8702.442279417042,1200
-0.00146484375,0.00146484375,-7680.0,174090.53155278618,166410.53155278618,-174090.53155278612,138,0.9999977350234985,128.16502956605413,8708.32061465839,1300
0.00048828125,0.00048828125,-7680.0,174029.49241044105,166349.49241044105,-174029.49241044107,138,0.9999996423721313,128.40918665022258,8705.10779164459,1400
0.00048828125,0.00048828125,-7688.0,174031.85590972408,166343.85590972408,-174031.85590972408,138,0.9999996423721313,128.2083567712279,8705.681698496439,1500
-0.00146484375,0.00146484375,-7748.0,174289.06117793993,166541.06117793993,-174289.06117793996,134,0.9999977350234985,128.0815658325777,8717.032301866077,1600
-0.00146484375,0.00146484375,-7660.0,173948.23688658117,166288.23688658117,-173948.23688658117,142,0.9999977350234985,128.34420422339454,8701.903607240332,1700
-0.00244140625,0.00244140625,-7652.0,174016.93695714936,166364.93695714936,-174016.93695714936,135,0.9999939203262329,128.03910078050998,8704.995762850205,1800
0.0009765625,0.0009765625,-7668.0,174020.5413298668,166352.5413298668,-174020.5413298668,137,0.9999990463256836,127.852924886649,8704.980318331094,1900
-0.00048828125,0.00048828125,-7708.0,174249.039383189,166541.039383189,-174249.039383189,130,0.9999996423721313,128.0689986623647,8715.337528866692,2000
