E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2323.395034734753,-60.50077484303144,2278.0194536024796,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2302.3922791850123,-32.49710157433598,2278.0194530042604,0.00022616227948649674,1.7882122706756753,0.04213886972869112,4171.800132663681,100,0.5
2311.9037647943082,-45.17908117034247,2278.0194539165514,0.00022555029265752105,1.8299221353899542,0.045067864253206344,4171.800132663682,200,1.0
2315.7775354541127,-50.34411082280828,2278.0194523370064,0.00022507528942051122,1.9473865925116174,0.047352228788046014,4171.800132663681,300,1.5
2308.154421882526,-40.179956815147065,2278.0194542711656,0.0002240684038558003,2.057322920497201,0.05222652287955582,4171.800132663679,400,2.0
2326.3350018297947,-64.42073360653188,2278.0194516248957,0.00022357289040569298,2.1281775808532006,0.0546414038954596,4171.80013266368,500,2.5
2321.092266050582,-57.430415338885425,2278.0194545464183,0.00022208784889249624,2.0690452249672417,0.061943284158895884,4171.800132663686,600,3.0
2330.9085576480256,-70.51880601968003,2278.0194531332654,0.00022005799169806087,2.3838104650538017,0.07208341583273452,4171.80013266368,700,3.5
2347.42023214489,-92.53437050184937,2278.019454268503,0.00021783664579354094,2.430922497127693,0.0833966859659531,4171.80013266368,800,4.0
2352.294813724432,-99.03381261174727,2278.019454265622,0.00021431864822081575,2.4688774091454677,0.10179358754482709,4171.800132663682,900,4.5
2382.5053599904604,-139.31454061953787,2278.019454525807,0.00020922529433723124,3.04457153061748,0.12952485726843577,4171.8001326636795,1000,5.0
