path,experiment,cg,classification,equil_sweep,final_M_abs,sigma_M,final_walls,sigma_walls,E_bind,sigma_E_bind,E_drift,wall_drift_rate,thermal_ratio,spectral_slope
exp4_coarse_grain\cg1,coarse_grain,1,kinetic_arrest,50,0.0009765625,0.0011241078548067712,128.0,0.0,-174437.8931896234,2.486885016357881,1.1563513560461118e-06,0.0,0.005954362753191821,-0.10372674716661442
exp4_coarse_grain\cg2,coarse_grain,2,dynamic_equilibrium,50,0.0009521484375,0.0013235484539482227,128.0,0.0,-173503.59913534633,56.40760295315308,0.000276212703955301,0.0,0.13542018434092445,-0.08858114967107221
exp4_coarse_grain\cg4,coarse_grain,4,dynamic_equilibrium,50,0.0008544921875,0.0010458227534474558,128.05,0.2179449471770337,-171943.3008220842,140.0668328378855,0.00024370163350532546,0.03759398496240601,0.3377868034891332,-0.7122193887735542
exp4_coarse_grain\cg8,coarse_grain,8,dynamic_equilibrium,50,0.0005859375,0.0006922581483768469,128.0,0.0,-173847.43845688595,465.4470106619876,0.0008544387054690101,0.0,1.116313295745793,1.1438217665553185
