E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2367.152672820999,-60.50077484303144,2321.7770916887257,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2345.203333145748,-32.34988585302847,2320.9409187559763,0.00022627170427359382,1.7716263126497944,0.04161682785275884,4171.80013266368,100,0.5
2356.9571141692704,-44.756169981879594,2323.3899866828606,0.0002257193893340938,1.8014788280683673,0.04425697253950716,4171.80013266368,200,1.0
2363.4354585045635,-49.68296829309105,2326.173232284745,0.00022531222603026024,1.8726209622997,0.046211559768197935,4171.80013266368,300,1.5
2359.6106898855446,-38.965434190509384,2330.3866142426627,0.00022442015068574705,2.0324877498930567,0.050518759195195835,4171.800132663684,400,2.0
2378.619100892274,-62.62889194059951,2331.6474319368244,0.000224042475561021,1.9685957227722581,0.05235261937725906,4171.800132663682,500,2.5
2378.8301992663737,-54.22517261421105,2338.1613198057153,0.00022279369158587916,2.0508320669961866,0.05846055029908426,4171.80013266368,600,3.0
2395.31968247259,-65.40135023653741,2346.268669795187,0.00022134326513349308,2.124235527287173,0.06564124664676828,4171.80013266368,700,3.5
2417.961910121262,-84.14638403967228,2354.8521220915077,0.0002196734661137542,2.123181794228038,0.07402542173291003,4171.80013266368,800,4.0
2435.732793104752,-85.97979789217669,2371.2479446856196,0.00021692312243954366,2.3156941625838674,0.08811647859998638,4171.800132663682,900,4.5
2481.6970127735167,-119.81244744301081,2391.8376771912585,0.0002134272898338642,2.385205181952473,0.10655112806905839,4171.800132663681,1000,5.0
