E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2367.152672820999,-60.50077484303144,2291.52670426721,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2343.5305121431143,-40.97110484783306,2292.316631083323,0.00022594310882385326,1.7848135118666855,0.04318600599207467,4171.800132663684,100,0.5
2339.790045751129,-34.12416189929306,2297.1348433770127,0.00022491579221146164,1.8302823190512822,0.04812143958712733,4171.800132663682,200,1.0
2357.7086435818537,-42.97102797918455,2303.994858607873,0.00022372544054890378,1.932428762415534,0.05389681225127224,4171.80013266368,300,1.5
2400.7237423548913,-68.46197567736894,2315.14627275818,0.00022155308918529753,2.1058486174033852,0.06459664381407383,4171.80013266368,400,2.0
2432.6358524045204,-83.66816105229947,2328.050651089146,0.0002190165126538228,2.330272838384041,0.07735907321342354,4171.80013266368,500,2.5
2471.717434359305,-91.18412684602029,2357.7372758017796,0.00021412971119152524,2.352691780072012,0.10279871293095866,4171.800132663673,600,3.0
2580.9833795119403,-137.77467801954253,2408.765031987512,0.0002065815492650692,2.6557799307288885,0.1444580926166147,4171.800132663678,700,3.5
2766.0463954119377,-218.87988145796035,2492.446543589487,0.00019597406306674184,3.1340560353099622,0.20842603783172442,4171.800132663681,800,4.0
3033.828030178063,-311.0939862831299,2644.9605473241504,0.0001808779148967768,3.4509967392446965,0.3123993938192062,4171.800132663688,900,4.5
3479.442777007519,-467.0823683255952,2895.589816600525,0.00016242337723314167,3.9086541997315916,0.4657583493436501,4171.800132663681,1000,5.0
