E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2367.152672820999,-60.50077484303144,2276.401510556452,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2349.0716185649108,-47.31329018033725,2278.1016832944047,0.0002257596412359026,1.7883168469768058,0.04406412625152874,4171.80013266368,100,0.5
2364.4739156232176,-53.26534233002434,2284.575902128181,0.00022440928268905214,1.8437925676533045,0.05057144418284033,4171.80013266368,200,1.0
2384.5320345158543,-59.87627957848092,2294.717615148133,0.00022262373582749678,2.010105552189402,0.05929711893810583,4171.80013266369,300,1.5
2413.1771033712985,-67.63022307690886,2311.7317687559353,0.00021945518904262402,2.201567703748964,0.07513083510252466,4171.800132663684,400,2.0
2477.0420556355402,-92.75386387129814,2337.911259828593,0.0002148298973582915,2.505530030985414,0.09908265970210312,4171.800132663681,500,2.5
2599.4764651274413,-133.7851280395019,2398.7987730681884,0.00020607579631890904,2.810320295797826,0.1473585063748088,4171.8001326636795,600,3.0
2834.4986175765907,-214.49899224164056,2512.7501292141296,0.0001925544502555335,3.2242178920127476,0.2305500979710351,4171.800132663679,700,3.5
3245.8823874566415,-351.2938503004332,2718.941612005992,0.0001741373032868437,3.8294536358348714,0.36464647081446183,4171.80013266368,800,4.0
3871.2898440864255,-536.2927304139237,3066.85074846554,0.0001521307700045338,4.005534520454124,0.5674534082786851,4171.80013266368,900,4.5
4771.2906007042675,-792.7645603068296,3582.143760244023,0.00013072300720587204,4.6400748535426155,0.8302636239673098,4171.800132663683,1000,5.0
