frame_index,time,id_local,x,y,radius,mass,peak_rho,mean_rho,area,n_pixels
1860,9.3,395,56.09090909090909,115.27272727272727,2.0690557594074623,69.9533400954594,12.656406669884865,6.359394554132672,11.0,11
1880,9.4,394,56.4,115.3,1.91049731745428,64.27156676791563,10.10548706764866,6.427156676791563,10.0,10
1920,9.6,370,56.375,115.0,1.79843682124227,53.09662931812986,9.11260553151297,6.637078664766232,8.0,8
1940,9.700000000000001,354,56.666666666666664,115.55555555555556,1.8324913891634047,59.08989976008953,10.301069354738402,6.565544417787725,9.0,9
1960,9.8,129,50.125,40.75,1.595893166850463,56.27369361622094,12.819243759231156,7.034211702027617,8.0,8
1960,9.8,353,56.666666666666664,115.55555555555556,1.8324913891634047,60.56026256932698,10.185214355229638,6.728918063258553,9.0,9
