E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2420.6342304819673,-60.50077484303144,2360.1334556389356,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2404.695114413027,-44.772503768357765,2359.9226106446695,0.00022608939430809408,1.7315663418833038,0.04248686946114126,4171.800132663684,50,0.25
2389.9353225388154,-31.774075029010618,2358.161247509805,0.0002262295852182161,1.756696407667219,0.04181770892938412,4171.800132663694,100,0.5
2398.190294664698,-32.91839338438206,2365.271901280316,0.00022557910331026562,1.8110842922083659,0.04492961878966475,4171.8001326636895,150,0.75
2409.5519164780217,-44.201332766088555,2365.3505837119333,0.00022550581029560696,1.7843173309218483,0.04528137845151257,4171.800132663688,200,1.0
2426.027679725258,-53.97668920639925,2372.0509905188587,0.0002250184660583784,2.0214294396770582,0.047626147058930715,4171.800132663688,250,1.25
2421.187188443998,-47.09969034573335,2374.0874980982644,0.00022484518946832272,1.8786186179289295,0.04846228548908166,4171.800132663691,300,1.5
2420.5484416196387,-41.08369003593599,2379.4647515837028,0.00022436472783605082,1.9227308643627303,0.050787486917888286,4171.800132663681,350,1.75
2432.5877755107804,-44.59267091072441,2387.995104600056,0.0002235592909144255,2.043300519708439,0.05470783184537783,4171.8001326636795,400,2.0
2450.6788878973693,-59.851581055639286,2390.82730684173,0.0002231912475678617,1.9696123334113367,0.05650864701268671,4171.80013266368,450,2.25
2463.211281440341,-65.39178458762552,2397.8194968527155,0.00022253653061216815,1.9641691160490822,0.0597268628486564,4171.80013266368,500,2.5
