step,time,norm,min_sep,max_rho
1,0.0001,4018.832885580053,32.84242682872263,1.390380479891232
51,0.0051,13263.493094749983,28.74456470360962,52.10719950253404
101,0.010099999999999994,8051.796976679065,20.670026608594387,5.79334678557012
151,0.015099999999999964,211414.19135004206,30.827139017430728,99.9999999999811
201,0.020099999999999934,8079.17244863012,23.109792296773243,3.800131878133227
251,0.025099999999999904,212434.6355159076,44.727648049053506,99.99999999998089
301,0.030099999999999873,8101.868485994697,17.257244855422318,3.527250175934407
351,0.03509999999999998,212653.98735581746,25.283393759541063,99.9999999999812
401,0.04010000000000012,8105.478721228714,4.257346591481601,3.3929786318739197
451,0.045100000000000265,212718.72567661712,32.17530108639234,99.99999999998096
501,0.05010000000000041,8106.566494148854,1.5,3.1696731766127275
551,0.05510000000000055,212816.59576206526,28.733691026389213,99.99999999998049
601,0.060100000000000695,8107.672642862179,32.902317547552784,3.2345123681331334
651,0.06510000000000084,212864.2217856599,36.37478522273362,99.9999999999806
701,0.07010000000000098,8108.113059448894,16.15549442140351,3.1245199326852706
751,0.07510000000000112,212848.26005440217,30.154808903390517,99.99999999998053
801,0.08010000000000127,8108.674584997981,27.482949259495424,2.78976884069109
851,0.08510000000000141,212877.99035459518,1.75,99.99999999998043
901,0.09010000000000155,8108.945061831361,27.011571594411162,3.3363400446311022
951,0.0951000000000017,212858.41961911315,2.5,99.99999999998049
1001,0.10010000000000184,8109.504163830458,31.535694062442957,3.279513319652045
1051,0.10510000000000198,212867.77065124427,27.841066789905877,99.99999999998089
1101,0.11010000000000213,8110.1991964603685,28.51534674521774,2.558601084251708
1151,0.11510000000000227,212877.70181936308,25.283393759541063,99.99999999998036
1201,0.12010000000000241,8110.51082291673,17.0,2.9867626688677196
1251,0.12510000000000254,212885.04242050115,0.25,99.99999999998053
1301,0.130100000000002,8110.771752458029,33.7129426185256,3.4854689540682515
1351,0.13510000000000144,212904.34396813187,35.07313786931532,67.39368539883324
1401,0.1401000000000009,8110.775113043541,30.985883882826386,2.1098234812682475
1451,0.14510000000000034,212899.1218700941,0.25,99.99999999998043
1501,0.1500999999999998,8110.931346360909,1.25,2.3025604898759444
1551,0.15509999999999924,212908.4849498144,23.527908959361433,86.71426092925229
1601,0.1600999999999987,8110.856311575646,32.33902441323795,2.7235564191599546
1651,0.16509999999999814,212906.9867312611,29.88519700453721,98.41985926250474
1701,0.1700999999999976,8111.099225234357,31.706663337538373,3.4789619128611755
1751,0.17509999999999704,212907.8890464971,28.98814412824664,65.58897135068497
1801,0.18009999999999649,8111.122345475382,32.46632871145119,2.0700520604120234
1851,0.18509999999999593,212909.14924782375,23.47871376374779,77.27171700852662
1901,0.19009999999999538,8111.046006271974,35.816371954736006,2.670727079534173
1951,0.19509999999999483,212907.95085767825,33.22743595283873,82.21418557665773
2001,0.20009999999999428,8111.134720376317,19.80056817366613,2.368196854361721
2051,0.20509999999999373,212901.04533905705,19.5,99.99999999998013
2101,0.21009999999999318,8111.1355780543145,29.89251578572804,2.691235330730481
2151,0.21509999999999263,212904.50465917966,14.40702953422391,85.53917118520977
2201,0.22009999999999208,8111.252930499431,33.26409475695979,3.23610504777845
2251,0.22509999999999153,212892.45310304232,33.07756036953149,99.99999999998049
2301,0.23009999999999098,8111.607067229435,37.70029840730707,3.1218471026002548
2351,0.23509999999999043,212907.14552848728,27.754504138968148,98.48390800682402
2401,0.24009999999998988,8111.7023088410815,23.323807579381203,3.5678922255745436
2451,0.24509999999998933,212909.50548169637,26.83863819197986,99.99999999998029
2501,0.2500999999999888,8111.805643307411,27.075126961844518,3.5525888651518303
2551,0.2550999999999882,212909.91431081068,19.849433241279208,71.73843098012922
2601,0.2600999999999877,8111.8019378073195,7.786205751198718,2.069522355859489
2651,0.2650999999999871,212911.3724188702,34.2527371169079,76.77763319216386
2701,0.2700999999999866,8111.816977530767,38.53975220470417,2.4057927609269116
2751,0.275099999999986,212901.6653689018,29.45865747110686,99.9999999999802
2801,0.28009999999998547,8111.874777396692,16.16516316032721,2.1317335770188026
2851,0.2850999999999849,212910.94006755284,34.32382554436495,80.29227476978672
2901,0.29009999999998437,8111.861529499421,22.56795294217001,2.3971226992652563
2951,0.2950999999999838,212908.1595143211,30.201407251980825,78.7557362123677
3001,0.30009999999998327,8111.942953248994,37.04726710568541,2.176196847297279
3051,0.3050999999999827,212911.08395996917,20.871631464741803,71.06627216247264
3101,0.31009999999998217,8111.961252649871,24.58149710656371,2.4417384972631884
3151,0.3150999999999816,212894.41776177377,10.201102881551583,99.99999999998117
3201,0.32009999999998107,8112.137804778554,26.004807247891687,2.491813178705099
3251,0.3250999999999805,212910.74233028828,20.020302195521424,72.78773955172524
3301,0.33009999999997997,8112.087425705818,22.859625981192256,2.2656450084562243
3351,0.3350999999999794,212904.908290033,35.22516855885859,99.99999999998013
3401,0.34009999999997886,8112.230531858158,15.789632674638128,2.1291070572996964
3451,0.3450999999999783,212906.8046279298,28.224546054808393,99.999999999981
3501,0.35009999999997776,8112.308677407844,32.65061255168117,2.483053453043637
3551,0.3550999999999772,212911.54216210218,23.15437323703667,59.9581799424128
3601,0.36009999999997666,8112.298937936361,28.759780944923765,2.0119955566052132
3651,0.3650999999999761,212912.53367770708,39.16152448513719,65.84745159755079
3701,0.37009999999997556,8112.305508476324,40.59325682918285,2.011294498129506
3751,0.375099999999975,212912.67029081838,21.571103356110463,63.47683023631966
3801,0.38009999999997446,8112.305670994761,34.73110997362451,2.0597192333518235
3851,0.3850999999999739,212912.86514150468,35.57123135344066,68.86427446832862
3901,0.39009999999997336,8112.305454529762,23.511965039102964,2.1383032494699408
3951,0.3950999999999728,212912.36125844257,0.25,69.19391710144416
4001,0.40009999999997226,8112.26111544648,22.25140445005663,2.1302865573304635
4051,0.4050999999999717,212912.48720843485,16.140012391568973,81.58791561336781
4101,0.41009999999997115,8112.239946541953,28.4000440140504,2.559854207526352
