traj_id,charge,length,total_phase_rad,total_phase_cycles
5.506000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,-5.112248555714018039e+00,-8.136396279562887468e-01
5.540000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-1.964224397395758714e+01,-3.126160221872344103e+00
5.572000000000000000e+03,1.000000000000000000e+00,1.190000000000000000e+02,-1.232720424052002883e+01,-1.961935489382136133e+00
5.576000000000000000e+03,-1.000000000000000000e+00,9.600000000000000000e+01,-2.086726843656197161e+01,-3.321128920504324622e+00
5.577000000000000000e+03,1.000000000000000000e+00,1.050000000000000000e+02,-1.016760730913270372e+01,-1.618224962665754552e+00
5.624000000000000000e+03,-1.000000000000000000e+00,8.600000000000000000e+01,-2.770002279729537165e+01,-4.408595551947748881e+00
5.661000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,3.293183062973163988e+00,5.241263629786875322e-01
5.673000000000000000e+03,1.000000000000000000e+00,8.200000000000000000e+01,-9.044030428795743148e+00,-1.439402148216356370e+00
5.726000000000000000e+03,1.000000000000000000e+00,1.170000000000000000e+02,-1.073505010926649561e+01,-1.708536289228953953e+00
5.746000000000000000e+03,1.000000000000000000e+00,1.030000000000000000e+02,-2.285927773095908222e+01,-3.638167046392623227e+00
5.784000000000000000e+03,1.000000000000000000e+00,1.160000000000000000e+02,3.134584803396195163e+00,4.988846660012413725e-01
5.792000000000000000e+03,-1.000000000000000000e+00,1.070000000000000000e+02,-2.264827179809078217e+01,-3.604584409154916624e+00
5.799000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,1.696229000049835012e+00,2.699632299737540486e-01
5.802000000000000000e+03,1.000000000000000000e+00,8.700000000000000000e+01,-3.058894304925297014e+00,-4.868381490245083931e-01
5.837000000000000000e+03,-1.000000000000000000e+00,9.200000000000000000e+01,-1.850918558882928266e+01,-2.945828379067453984e+00
5.839000000000000000e+03,-1.000000000000000000e+00,1.150000000000000000e+02,-1.184295111309988613e+01,-1.884864210445510890e+00
5.844000000000000000e+03,1.000000000000000000e+00,1.040000000000000000e+02,-2.762424118906521642e+01,-4.396534534402466221e+00
5.860000000000000000e+03,1.000000000000000000e+00,9.100000000000000000e+01,1.244860356669781254e+01,1.981256792231355757e+00
5.948000000000000000e+03,1.000000000000000000e+00,8.300000000000000000e+01,-1.415556294310770369e+01,-2.252927814644049231e+00
6.016000000000000000e+03,-1.000000000000000000e+00,1.050000000000000000e+02,-2.153212526516697878e+01,-3.426944171225212443e+00
6.043000000000000000e+03,-1.000000000000000000e+00,1.050000000000000000e+02,-1.184727932280539520e+00,-1.885553066414881185e-01
6.049000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-2.205288424078649001e+00,-3.509825536354529429e-01
6.052000000000000000e+03,1.000000000000000000e+00,1.010000000000000000e+02,-2.992414791546481823e+01,-4.762576058559261583e+00
6.096000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,4.816907585595107122e+00,7.666346526643083026e-01
6.097000000000000000e+03,1.000000000000000000e+00,1.090000000000000000e+02,-1.571571448042542585e+01,-2.501233643780584437e+00
6.099000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,-5.225746643665061697e+00,-8.317034096851759761e-01
6.107000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-1.059777006525289167e+01,-1.686687491636315928e+00
6.109000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-1.530985533130913900e+01,-2.436639153999656582e+00
6.110000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,-1.334448098160626728e+01,-2.123840111218425086e+00
6.143000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-4.623181225362834823e+00,-7.358021448261409247e-01
6.145000000000000000e+03,-1.000000000000000000e+00,1.010000000000000000e+02,-7.535686914744338161e+00,-1.199341822074475594e+00
6.147000000000000000e+03,1.000000000000000000e+00,1.090000000000000000e+02,-1.073077233026841881e+01,-1.707855459555955413e+00
6.162000000000000000e+03,1.000000000000000000e+00,9.600000000000000000e+01,-2.144769087268208096e+01,-3.413506020294279519e+00
6.203000000000000000e+03,-1.000000000000000000e+00,8.600000000000000000e+01,-1.656356067455726055e+00,-2.636172556558316615e-01
6.204000000000000000e+03,1.000000000000000000e+00,9.400000000000000000e+01,2.242173118254503450e+01,3.568529350379730403e+00
6.273000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,-1.776208421514640179e+01,-2.826923502455078285e+00
6.323000000000000000e+03,1.000000000000000000e+00,9.900000000000000000e+01,-1.880391368844104250e+01,-2.992735812988745803e+00
6.342000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,-1.341944828717040927e+01,-2.135771528469239122e+00
6.362000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-2.484343906695697157e+00,-3.953956130908506394e-01
6.387000000000000000e+03,-1.000000000000000000e+00,9.300000000000000000e+01,1.009557196661816292e+01,1.606760181827247669e+00
6.431000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,-8.732821350045924191e+00,-1.389871684998247758e+00
6.473000000000000000e+03,-1.000000000000000000e+00,1.020000000000000000e+02,-2.102192522770193861e+01,-3.345743313296980936e+00
6.474000000000000000e+03,-1.000000000000000000e+00,1.030000000000000000e+02,-1.875943878823112598e+01,-2.985657412776819175e+00
6.532000000000000000e+03,-1.000000000000000000e+00,9.100000000000000000e+01,1.001069222299096229e+00,1.593251151060605941e-01
6.534000000000000000e+03,-1.000000000000000000e+00,8.600000000000000000e+01,-5.837085432868120982e+00,-9.290009998906570976e-01
6.536000000000000000e+03,-1.000000000000000000e+00,8.800000000000000000e+01,5.396130227629223342e+00,8.588207992947852754e-01
6.574000000000000000e+03,-1.000000000000000000e+00,8.800000000000000000e+01,-6.291189096287099325e+00,-1.001273842599925690e+00
6.586000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-6.733352861432363667e+00,-1.071646391478918492e+00
6.621000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,-1.600113888119207672e+01,-2.546660348041638766e+00
6.626000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,-2.110389477150006599e+01,-3.358789171375440752e+00
6.640000000000000000e+03,1.000000000000000000e+00,9.200000000000000000e+01,1.116552194726144798e+01,1.777048010107704190e+00
6.683000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,-1.949823217197696223e+01,-3.103240031723556225e+00
6.687000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-4.420052201786865531e+00,-7.034731566385953316e-01
6.699000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,3.770002947698888551e+00,6.000146045972942765e-01
6.706000000000000000e+03,-1.000000000000000000e+00,9.200000000000000000e+01,-1.263185866083077968e+01,-2.010422746309388220e+00
6.766000000000000000e+03,-1.000000000000000000e+00,9.000000000000000000e+01,-2.572156211376700341e+01,-4.093713754451238529e+00
6.799000000000000000e+03,1.000000000000000000e+00,9.600000000000000000e+01,1.658013506140698645e-01,2.638810452154167693e-02
6.886000000000000000e+03,1.000000000000000000e+00,9.500000000000000000e+01,-3.715889219499191043e+00,-5.914021372651812047e-01
6.889000000000000000e+03,1.000000000000000000e+00,9.500000000000000000e+01,-2.601208660893470803e+00,-4.139952163946456487e-01
6.907000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,6.713660118573341329e+00,1.068512194109867419e+00
6.956000000000000000e+03,1.000000000000000000e+00,8.100000000000000000e+01,-1.736848547020349853e-01,-2.764280316602648821e-02
6.958000000000000000e+03,1.000000000000000000e+00,9.400000000000000000e+01,-1.332273959991650969e+01,-2.120379862852852515e+00
7.026000000000000000e+03,-1.000000000000000000e+00,9.300000000000000000e+01,-1.748452491143961396e+01,-2.782748567268998219e+00
7.045000000000000000e+03,1.000000000000000000e+00,9.200000000000000000e+01,-1.078508903988483425e+01,-1.716500232383894931e+00
7.147000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,3.893264162016613295e+00,6.196322361474696505e-01
7.184000000000000000e+03,-1.000000000000000000e+00,9.000000000000000000e+01,-4.120961337824976312e+00,-6.558713672054350408e-01
7.188000000000000000e+03,1.000000000000000000e+00,9.000000000000000000e+01,-4.460770958941253639e-01,-7.099537481162745967e-02
7.192000000000000000e+03,1.000000000000000000e+00,9.000000000000000000e+01,-8.131290578028216309e-01,-1.294135089209745570e-01
7.235000000000000000e+03,-1.000000000000000000e+00,8.900000000000000000e+01,-1.092740135290594239e+01,-1.739149940464045363e+00
7.270000000000000000e+03,-1.000000000000000000e+00,8.800000000000000000e+01,-7.558063146402535182e+00,-1.202903109950646865e+00
7.271000000000000000e+03,1.000000000000000000e+00,8.800000000000000000e+01,2.972029814457878505e+00,4.730132359874599235e-01
7.334000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,6.512404791186862774e+00,1.036481413932731632e+00
7.338000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,-8.207538551356412526e+00,-1.306270331065666923e+00
7.343000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,-8.563757792255291434e+00,-1.362964384079166091e+00
7.350000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,6.998951021072914003e+00,1.113917651461822533e+00
7.357000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,-5.270535042789988189e+00,-8.388317047990807573e-01
7.359000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,-2.121465021434813636e+01,-3.376416447579043023e+00
7.389000000000000000e+03,-1.000000000000000000e+00,8.600000000000000000e+01,-1.438387929682766675e+01,-2.289265490927298696e+00
7.402000000000000000e+03,1.000000000000000000e+00,8.100000000000000000e+01,-1.514624087124692231e+01,-2.410599103919443209e+00
7.430000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,-1.522189573623209569e+01,-2.422639949650783553e+00
7.442000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,-1.307301281407327842e+01,-2.080634610463451217e+00
7.488000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-2.268376515033692087e+00,-3.610233351611791264e-01
7.494000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,6.550301028234892797e+00,1.042512787383507833e+00
7.531000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-5.759194506100644873e+00,-9.166042738736044360e-01
7.595000000000000000e+03,-1.000000000000000000e+00,8.200000000000000000e+01,-1.792645588982212956e+01,-2.853084066984012956e+00
7.651000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-1.429198139135696444e+01,-2.274639485011844986e+00
7.659000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-1.834873596366885451e+01,-2.920292028105929916e+00
7.662000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-2.987385185842569513e+00,-4.754571192463453166e-01
7.663000000000000000e+03,1.000000000000000000e+00,8.100000000000000000e+01,-2.708266160648916898e+00,-4.310339466757842630e-01
7.666000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-2.184391123773009591e-01,-3.476566449945346637e-02
7.682000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-1.228381003209945987e+01,-1.955029086610442723e+00
7.684000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-9.321621952069786943e+00,-1.483582211305829235e+00
7.687000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-3.475535357360819866e+00,-5.531486320146313806e-01
7.690000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,1.503372807420950696e+00,2.392692136109843548e-01
7.692000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,-1.243250772835987306e+01,-1.978695059996664618e+00
