M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.59228515625,0.59228515625,-2792.0,0.0,-2792.0,-1030.3430373163062,1213,0.6491982936859131,10.682110663796502,16.82281630655946,0
0.00146484375,0.00146484375,8168.0,0.0,8168.0,-107.80476206181297,6,0.9999977350234985,1.5843175151198357,0.05548094303910218,100
-0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.9206853646186,2,0.9999996423721313,1.2184539066858988,0.018025329097631028,200
0.0009765625,0.0009765625,8176.0,0.0,8176.0,-106.00512227355895,4,0.9999990463256836,1.1767758220882032,0.030559565672470743,300
0.0,0.0,8192.0,0.0,8192.0,-103.75289204975388,0,1.0,0.05066059182116889,0.002566495563671084,400
0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068520187583,2,0.9999996423721313,1.2184537439431216,0.018025326081865654,500
0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068534041613,2,0.9999996423721313,1.2184538824834126,0.018025328375754195,600
0.0009765625,0.0009765625,8176.0,0.0,8176.0,-106.22359593591418,4,0.9999990463256836,1.2860126181652332,0.04377864543695463,700
-0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068528403553,2,0.9999996423721313,1.2184538261028153,0.018025328025083803,800
0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068519957832,2,0.9999996423721313,1.2184537416456085,0.018025326336495878,900
0.0,0.0,8176.0,0.0,8176.0,-106.29887744501563,4,1.0,1.323653304093059,0.047842375505306484,1000
0.0,0.0,8180.0,0.0,8180.0,-104.24697317017205,4,1.0,0.2977011807838828,0.0028463760676401256,1100
0.001953125,0.001953125,8160.0,0.0,8160.0,-107.78790121879973,8,0.9999961853027344,1.0978575774143962,0.03652351003726688,1200
0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.9206853175657,2,0.9999996423721313,1.218453859632969,0.01802532803942505,1300
0.0,0.0,8192.0,0.0,8192.0,-103.75289204975388,0,1.0,0.05066059182116889,0.002566495563671084,1400
-0.00048828125,0.00048828125,8168.0,0.0,8168.0,-107.2516029286013,6,0.9999996423721313,1.2577975875475254,0.04518475860471664,1500
0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068518199548,2,0.9999996423721313,1.2184537240627646,0.018025325665407935,1600
0.0,0.0,8192.0,0.0,8192.0,-103.75289204975388,0,1.0,0.05066059182116889,0.002566495563671084,1700
-0.00048828125,0.00048828125,8184.0,0.0,8184.0,-104.92068528234572,2,0.9999996423721313,1.2184538244130054,0.018025327430114414,1800
0.0,0.0,8192.0,0.0,8192.0,-103.75289204975388,0,1.0,0.05066059182116889,0.002566495563671084,1900
0.0009765625,0.0009765625,8160.0,0.0,8160.0,-109.30434830126842,8,0.9999990463256836,1.5364088131105629,0.12138866929279397,2000
