E_substrate,E_defrag,E_total,participation_ratio,max_rho,var_rho,norm,step,time
2337.9809140968355,-60.50077484303144,2277.480139253804,0.00022616985185265064,1.8086094542638957,0.04210272734672495,4171.80013266368,0,0.0
2309.6837659098633,-32.0552534237429,2277.6285124861206,0.00022604413859697646,1.789741188631999,0.042703061653203866,4171.80013266368,100,0.5
2323.7820076480607,-44.87171714215835,2278.910290505902,0.00022521818905723486,1.8414629257534492,0.04666398880777742,4171.80013266368,200,1.0
2328.904503267826,-48.37126514991179,2280.533238117914,0.0002244189533194484,1.934229069909434,0.05052456343971899,4171.80013266368,300,1.5
2330.0684303015446,-46.941723112692806,2283.126707188852,0.00022287906588674158,2.1105692789013197,0.0580407961054311,4171.800132663684,400,2.0
2354.5805441063176,-69.3609039976348,2285.2196401086826,0.00022153801527173984,2.253758517627426,0.06467162287588922,4171.800132663681,500,2.5
2362.271528002536,-71.42477256104192,2290.8467554414938,0.00021861941403288236,2.20350898783965,0.07938382991661283,4171.80013266368,600,3.0
2406.392546004202,-106.49865797119176,2299.89388803301,0.00021432804897456213,2.6101699341125664,0.1017436227904838,4171.80013266368,700,3.5
2446.5828608547877,-133.56646450746487,2313.016396347323,0.00020849397172469523,2.93784757190001,0.13361785368133428,4171.800132663679,800,4.0
2530.713409217396,-193.12370330932382,2337.589705908072,0.00019960626399511685,3.055826624764913,0.1857567877135049,4171.800132663673,900,4.5
2654.6247366566604,-272.3012653550194,2382.323471301641,0.00018676898518270714,3.8107368091188105,0.2698254429792202,4171.800132663684,1000,5.0
