time,a0_re,a0_im,ak_re,ak_im,ak_abs
0.0,0.9993750976494686,-1.9154238380577242e-18,-5.088522196198634e-17,0.024992188313759676,0.024992188313759676
0.05,0.9992098983767861,-0.024982962414216034,-0.0005925616789002966,0.02184735877467294,0.021855393265109185
0.1,0.998575978119025,-0.04995336950211243,-0.001035787808551526,0.013200677472769897,0.013241251531650572
0.15,0.9971891660322058,-0.07488522954424179,-0.0012180663675419065,0.0012251342907090034,0.0017276109822549138
0.2,0.9948885527754419,-0.09974837321438279,-0.0010935498806151662,-0.011059586924805433,0.011113519437546357
0.25,0.9917891310930792,-0.12453221584298751,-0.0006935974634651269,-0.020554713357251064,0.020566412391082714
0.3,0.9881732244935026,-0.14925213099919502,-0.00011892349582236517,-0.024872244395683057,0.024872528702897214
0.35000000000000003,0.9842250382585391,-0.17392204631221087,0.0004856897153077827,-0.022930147652675287,0.02293529083907692
0.4,0.9798601346370334,-0.19851759288450077,0.0009679283305378619,-0.015214795623680295,0.015245553158984388
0.45,0.9748093109644039,-0.22297320685819347,0.0012064089284282086,-0.0036636738390951797,0.00385719178961349
0.5,0.968876173637014,-0.24722671619462458,0.001141175626963288,0.008811984216110806,0.008885569629267502
0.55,0.962124357081953,-0.27127199547489134,0.0007886589349835696,0.019064530989636192,0.01908083658466075
0.6,0.9548179490406815,-0.2951619107239091,0.00023755989828696855,0.024513595439675174,0.02451474650257142
0.65,0.9471744916871352,-0.3189480245140986,-0.0003733674431223831,0.02379282031649899,0.023795749659567166
0.7000000000000001,0.939165963462849,-0.34261060488421247,-0.0008902649848769838,0.01708268122084492,0.017105863598085476
0.75,0.9305534181388463,-0.36605179685967604,-0.001183010140356998,0.006067021453210167,0.006181283224857108
0.8,0.921119179423199,-0.3891692593039413,-0.001177951114870254,-0.0064795248604162,0.00658572784480012
0.85,0.9108756996411342,-0.41194535104729635,-0.0008763332318522127,-0.017391150497383975,0.017413215543256436
0.9,0.9000547738855,-0.4344613683249971,-0.00035400684711853377,-0.0239197227951295,0.023922342264996642
0.9500000000000001,0.8888916515199398,-0.45681281450127137,0.0002575258029594909,-0.024427141222136746,0.024428498681363993
1.0,0.8774114995801449,-0.4790008856813617,0.0008041982899612247,-0.0187863444618102,0.018803549482142017
1.05,0.8654176054774602,-0.5009073832811793,0.0011482981484202373,-0.00841191417006525,0.008489928659429942
