time,energy
0.000000000000000000e+00,1.499613280324876494e-02
2.000000000000000042e-02,1.499788974380807799e-02
4.000000000000000083e-02,1.500316097717084227e-02
5.999999999999999778e-02,1.501194773848795426e-02
8.000000000000000167e-02,1.502425208666584473e-02
1.000000000000000056e-01,1.504007690484888450e-02
1.199999999999999956e-01,1.505942590109497770e-02
1.400000000000000133e-01,1.508230360924442751e-02
1.600000000000000033e-01,1.510871538998231900e-02
1.799999999999999933e-01,1.513866743209458729e-02
2.000000000000000111e-01,1.517216675391820299e-02
2.200000000000000011e-01,1.520922120498570743e-02
2.399999999999999911e-01,1.524983946786447400e-02
2.600000000000000089e-01,1.529403106019123874e-02
2.800000000000000266e-01,1.534180633690225212e-02
2.999999999999999889e-01,1.539317649265961596e-02
3.200000000000000067e-01,1.544815356447442993e-02
3.400000000000000244e-01,1.550675043452729926e-02
3.599999999999999867e-01,1.556898083318686808e-02
3.800000000000000044e-01,1.563485934222708096e-02
4.000000000000000222e-01,1.570440139824404863e-02
4.199999999999999845e-01,1.577762329627301410e-02
4.400000000000000022e-01,1.585454219360672712e-02
4.600000000000000200e-01,1.593517611381562241e-02
4.799999999999999822e-01,1.601954395097115319e-02
5.000000000000000000e-01,1.610766547407298938e-02
5.200000000000000178e-01,1.619956133168130863e-02
5.400000000000000355e-01,1.629525305675512056e-02
5.600000000000000533e-01,1.639476307169787997e-02
5.799999999999999600e-01,1.649811469361143687e-02
5.999999999999999778e-01,1.660533213975974587e-02
6.199999999999999956e-01,1.671644053324337215e-02
6.400000000000000133e-01,1.683146590888636232e-02
6.600000000000000311e-01,1.695043521933668404e-02
6.800000000000000488e-01,1.707337634138175048e-02
7.000000000000000666e-01,1.720031808248045219e-02
7.199999999999999734e-01,1.733129018751335473e-02
7.399999999999999911e-01,1.746632334575246026e-02
7.600000000000000089e-01,1.760544919805228509e-02
7.800000000000000266e-01,1.774870034426393947e-02
8.000000000000000444e-01,1.789611035087387489e-02
8.200000000000000622e-01,1.804771375886918966e-02
8.399999999999999689e-01,1.820354609183119296e-02
8.599999999999999867e-01,1.836364386425929501e-02
8.800000000000000044e-01,1.852804459012705532e-02
9.000000000000000222e-01,1.869678679167240121e-02
9.200000000000000400e-01,1.886991000842415736e-02
9.400000000000000577e-01,1.904745480646688124e-02
9.599999999999999645e-01,1.922946278794629080e-02
9.799999999999999822e-01,1.941597660081745280e-02
1.000000000000000000e+00,1.960703994883798360e-02
1.020000000000000018e+00,1.980269760180871502e-02
1.040000000000000036e+00,2.000299540606409812e-02
1.060000000000000053e+00,2.020798029521487377e-02
1.080000000000000071e+00,2.041770030114551174e-02
1.100000000000000089e+00,2.063220456526903418e-02
1.120000000000000107e+00,2.085154335004172493e-02
1.140000000000000124e+00,2.107576805074064252e-02
1.159999999999999920e+00,2.130493120750653890e-02
1.179999999999999938e+00,2.153908651765491442e-02
1.199999999999999956e+00,2.177828884825842165e-02
1.219999999999999973e+00,2.202259424900328277e-02
1.239999999999999991e+00,2.227205996532269361e-02
1.260000000000000009e+00,2.252674445181066659e-02
1.280000000000000027e+00,2.278670738591893549e-02
1.300000000000000044e+00,2.305200968194061339e-02
1.320000000000000062e+00,2.332271350528351481e-02
1.340000000000000080e+00,2.359888228703676399e-02
1.360000000000000098e+00,2.388058073883389532e-02
1.380000000000000115e+00,2.416787486801595317e-02
1.400000000000000133e+00,2.446083199309839404e-02
1.419999999999999929e+00,2.475952075954498954e-02
1.439999999999999947e+00,2.506401115585288331e-02
1.459999999999999964e+00,2.537437452995216364e-02
1.479999999999999982e+00,2.569068360592405981e-02
1.500000000000000000e+00,2.601301250104160606e-02
1.520000000000000018e+00,2.634143674313672162e-02
1.540000000000000036e+00,2.667603328829783529e-02
1.560000000000000053e+00,2.701688053890216601e-02
1.580000000000000071e+00,2.736405836198688157e-02
1.600000000000000089e+00,2.771764810796353493e-02
1.620000000000000107e+00,2.807773262967998978e-02
1.640000000000000124e+00,2.844439630183439108e-02
1.660000000000000142e+00,2.881772504074580840e-02
1.679999999999999938e+00,2.919780632448609400e-02
1.699999999999999956e+00,2.958472921337762518e-02
1.719999999999999973e+00,2.997858437086188543e-02
1.739999999999999991e+00,3.037946408474360982e-02
1.760000000000000009e+00,3.078746228881559799e-02
1.780000000000000027e+00,3.120267458486922565e-02
1.800000000000000044e+00,3.162519826509574417e-02
1.820000000000000062e+00,3.205513233488369029e-02
1.840000000000000080e+00,3.249257753601777349e-02
1.860000000000000098e+00,3.293763637028461477e-02
1.880000000000000115e+00,3.339041312349084328e-02
1.900000000000000133e+00,3.385101388989929239e-02
1.919999999999999929e+00,3.431954659708887079e-02
1.939999999999999947e+00,3.479612103124412464e-02
1.959999999999999964e+00,3.528084886288014588e-02
1.979999999999999982e+00,3.577384367300926599e-02
2.000000000000000000e+00,3.627522097975508647e-02
2.020000000000000018e+00,3.678509826542071537e-02
2.040000000000000036e+00,3.730359500401705247e-02
2.060000000000000053e+00,3.783083268925788167e-02
2.080000000000000071e+00,3.836693486302811262e-02
2.100000000000000089e+00,3.891202714433208976e-02
2.120000000000000107e+00,3.946623725872848432e-02
2.140000000000000124e+00,4.002969506825884705e-02
2.160000000000000142e+00,4.060253260187675350e-02
2.180000000000000160e+00,4.118488408638476539e-02
2.200000000000000178e+00,4.177688597788623004e-02
2.220000000000000195e+00,4.237867699375971048e-02
2.240000000000000213e+00,4.299039814516301961e-02
2.260000000000000231e+00,4.361219277007486600e-02
2.280000000000000249e+00,4.424420656688167475e-02
2.300000000000000266e+00,4.488658762851752138e-02
2.319999999999999840e+00,4.553948647716517251e-02
2.339999999999999858e+00,4.620305609952620601e-02
2.359999999999999876e+00,4.687745198266886348e-02
2.379999999999999893e+00,4.756283215046157309e-02
2.399999999999999911e+00,4.825935720060094830e-02
2.419999999999999929e+00,4.896719034224296385e-02
2.439999999999999947e+00,4.968649743424592702e-02
2.459999999999999964e+00,5.041744702403444522e-02
2.479999999999999982e+00,5.116021038709327867e-02
2.500000000000000000e+00,5.191496156710043164e-02
2.520000000000000018e+00,5.268187741670900953e-02
2.540000000000000036e+00,5.346113763898707738e-02
2.560000000000000053e+00,5.425292482952558115e-02
2.580000000000000071e+00,5.505742451922406022e-02
2.600000000000000089e+00,5.587482521776391403e-02
2.620000000000000107e+00,5.670531845778006841e-02
2.640000000000000124e+00,5.754909883974046458e-02
2.660000000000000142e+00,5.840636407754493109e-02
2.680000000000000160e+00,5.927731504485311831e-02
2.700000000000000178e+00,6.016215582215325708e-02
2.720000000000000195e+00,6.106109374458192074e-02
2.740000000000000213e+00,6.197433945050675325e-02
2.760000000000000231e+00,6.290210693088307825e-02
2.780000000000000249e+00,6.384461357939594239e-02
2.800000000000000266e+00,6.480208024339972894e-02
2.819999999999999840e+00,6.577473127566695055e-02
2.839999999999999858e+00,6.676279458695827396e-02
2.859999999999999876e+00,6.776650169942652346e-02
2.879999999999999893e+00,6.878608780086656327e-02
2.899999999999999911e+00,6.982179179982453410e-02
2.919999999999999929e+00,7.087385638157853163e-02
2.939999999999999947e+00,7.194252806500443798e-02
2.959999999999999964e+00,7.302805726034014566e-02
2.979999999999999982e+00,7.413069832786128854e-02
3.000000000000000000e+00,7.525070963748271835e-02
3.020000000000000018e+00,7.638835362929979889e-02
3.040000000000000036e+00,7.754389687508282669e-02
3.060000000000000053e+00,7.871761014074005192e-02
3.080000000000000071e+00,7.990976844976328819e-02
3.100000000000000089e+00,8.112065114767115503e-02
3.120000000000000107e+00,8.235054196746524613e-02
3.140000000000000124e+00,8.359972909611390612e-02
3.160000000000000142e+00,8.486850524208025548e-02
3.180000000000000160e+00,8.615716770390913215e-02
3.200000000000000178e+00,8.746601843988999203e-02
3.220000000000000195e+00,8.879536413881154722e-02
3.240000000000000213e+00,9.014551629182471215e-02
3.260000000000000231e+00,9.151679126543094123e-02
3.280000000000000249e+00,9.290951037561309689e-02
3.300000000000000266e+00,9.432399996312579304e-02
3.320000000000000284e+00,9.576059146996329652e-02
3.339999999999999858e+00,9.721962151702276400e-02
3.359999999999999876e+00,9.870143198298106380e-02
3.379999999999999893e+00,1.002063700844033067e-01
3.399999999999999911e+00,1.017347884571024041e-01
3.419999999999999929e+00,1.032870452387686100e-01
3.439999999999999947e+00,1.048635041528876155e-01
3.459999999999999964e+00,1.064645345939683185e-01
3.479999999999999982e+00,1.080905117140987248e-01
3.500000000000000000e+00,1.097418165108515475e-01
3.520000000000000018e+00,1.114188359165590170e-01
3.540000000000000036e+00,1.131219628889785361e-01
3.560000000000000053e+00,1.148515965033705122e-01
3.580000000000000071e+00,1.166081420460089030e-01
3.600000000000000089e+00,1.183920111091478211e-01
3.620000000000000107e+00,1.202036216874653313e-01
3.640000000000000124e+00,1.220433982760077973e-01
3.660000000000000142e+00,1.239117719696571362e-01
3.680000000000000160e+00,1.258091805641443350e-01
3.700000000000000178e+00,1.277360686586337390e-01
3.720000000000000195e+00,1.296928877599010932e-01
3.740000000000000213e+00,1.316800963881298581e-01
3.760000000000000231e+00,1.336981601843518219e-01
3.780000000000000249e+00,1.357475520195553509e-01
3.800000000000000266e+00,1.378287521054880338e-01
3.820000000000000284e+00,1.399422481071799229e-01
3.839999999999999858e+00,1.420885352572123228e-01
3.859999999999999876e+00,1.442681164717605213e-01
3.879999999999999893e+00,1.464815024684367195e-01
3.899999999999999911e+00,1.487292118859606105e-01
3.919999999999999929e+00,1.510117714056867233e-01
3.939999999999999947e+00,1.533297158750160927e-01
3.959999999999999964e+00,1.556835884327204822e-01
3.979999999999999982e+00,1.580739406362110799e-01
4.000000000000000000e+00,1.605013325907783672e-01
