time,ak_re,ak_im,ak_abs
0.0,-1.1121504951540197e-16,0.024992188313759628,0.024992188313759628
0.05,-0.0003806546620231943,0.0011113814019059567,0.0011747623556372761
0.1,-0.0012792203918886205,-0.024862306883414873,0.024895194483597075
0.15,0.00015718549876468182,-0.003317069923253424,0.0033207920977944973
0.2,0.002526139755228714,0.02447511438019008,0.024605133732339968
0.25,0.00028522925112077024,0.005471890979110494,0.005479319904236812
0.3,-0.003708525081347984,-0.023837499545983538,0.024124252172528636
0.35000000000000003,-0.0009374486023988974,-0.007542991665071293,0.007601021848506597
0.4,0.004795361130573069,0.022960847721657924,0.02345625751201105
0.45,0.0017860144777703442,0.00949911699309706,0.009665561099250814
0.5,-0.005758022689793455,-0.021860693165254297,0.022606298479883262
0.55,-0.0028136132192039627,-0.011311148461401315,0.011655835399624543
0.6,0.0065703414751952325,0.02055645255861512,0.02158094365164009
0.65,0.0039991682814960825,0.012952648894520783,0.013555975078483095
0.7000000000000001,-0.007208567865602644,-0.019071246814396568,0.020388131491841776
0.75,-0.005318020184372219,-0.014400440817515273,0.015351027145443731
0.8,0.007652263866484193,0.017431405951499796,0.019037096830354205
0.85,0.0067427423606496815,0.015634981762583676,0.017026955959842726
0.9,-0.007885203660444299,-0.015665747173686812,0.0175383029759598
0.9500000000000001,-0.00824392815413344,-0.016640587973518008,0.018570716720549753
1.0,0.00789533469062853,0.013805117926683558,0.015903383000062662
1.05,0.00979034082652965,0.017405837504419375,0.01997032680578526
1.1,-0.00767459704433158,-0.011882064163294032,0.014145065873777308
1.1500000000000001,-0.011349219871183279,-0.017923965618647026,0.021214931892016575
1.2,0.007219386889992463,0.009930114355024925,0.012277081011839382
1.25,0.012887371141576304,0.018192790409331673,0.022294886360298055
1.3,-0.006530971727450614,-0.007982895593711643,0.010314078425378587
1.35,-0.014372125247373283,-0.018214481085614298,0.023201838404410664
1.4000000000000001,0.005615244215302609,0.006073606663630918,0.008271618070365151
1.45,0.015771482899918657,0.017995758556437275,0.02392879016757872
1.5,-0.004482392315012573,-0.004234612370161539,0.00616634274032906
1.55,-0.01705438638430386,-0.017548085566865934,0.024470132856345046
1.6,0.003146902863479739,0.0024967153440348016,0.004017036860836081
1.6500000000000001,0.018191783998071864,0.016887122834151298,0.02482168251042257
1.7,-0.0016274217192585223,-0.0008884017564373773,0.001854119503472034
1.75,-0.01915753032753131,-0.01603201765429655,0.02498072373487122
1.8,-5.374066159297142e-05,-0.0005645749150444319,0.0005671268759333115
1.85,0.019928451725928976,0.015005387168624651,0.024946038408392764
1.9000000000000001,0.0018710530771273528,0.001839585478630686,0.002623912031798442
1.95,-0.020484462876686628,-0.01383334672269887,0.024717902437236785
2.0,-0.003796121779975941,-0.0029176900284693845,0.0047878445746115635
2.05,0.020809340543654686,0.012544624736660182,0.024298071191874823
2.1,0.00579828253198252,0.0037839919308237935,0.006923776083412375
2.15,-0.020891336902861046,-0.011169491695366407,0.023689776324855895
2.2,-0.00784528143841723,-0.004427747862115009,0.009008517745913474
2.25,0.02072308733237864,0.00973956286277781,0.022897716771403055
2.3000000000000003,0.009903764148864291,0.004842672247937255,0.011024337568183919
2.35,-0.02030151272000354,-0.008287739773682945,0.021928019729942596
2.4,-0.011939817354321187,-0.0050272527709611286,0.012955018675312117
2.45,0.01962814902735691,0.00684720743156586,0.020788181350253388
2.5,0.01391976703276565,0.004984548211924696,0.014785318228684532
2.5500000000000003,-0.0187093166690974,-0.005450242706551441,0.019487013003148607
2.6,-0.01581088899769023,-0.004721860805039594,0.016500914531002553
2.65,0.0175558170315017,0.004127936421159957,0.018034593722640494
2.7,0.01758185379388096,0.004250909447179133,0.018088444210531848
2.75,-0.01618262020204782,-0.0029101239893406885,0.016442202353610127
2.8000000000000003,-0.01920325871961766,-0.0035879124413464116,0.019535564008733918
2.85,0.014608732118284912,0.0018245042677970482,0.01472222367467017
2.9,0.020648341068989346,0.0027528495135302382,0.020831038604578883
2.95,-0.01285690146665889,-0.0008956291018763149,0.012888059078523162
3.0,-0.021893508523175842,-0.0017686830373505231,0.021964834512032745
3.0500000000000003,0.010953108132561895,0.000144692909382275,0.010954063803065009
3.1,0.022918648352124277,0.000661395370048612,0.022928189769884814
3.15,-0.008926080007373419,0.0004104856423089073,0.008935513570051429
3.2,-0.02370751047532112,0.0005400663379193647,0.023713661138398984
3.25,0.006806808140488803,-0.0007560391639237866,0.006848666459889196
3.3000000000000003,0.024248095309693702,-0.0018048836292324784,0.024315174913273008
3.35,-0.004627926802354206,0.0008826121677192322,0.004711338528120694
3.4,-0.024532817323069625,0.0031014718486438264,0.024728086327798094
3.45,0.0024230831881780768,-0.0007853457063624983,0.0025471749086651363
3.5,0.02455860702863003,-0.004397541753375441,0.024949219479962828
3.5500000000000003,-0.00022636311115529587,0.00046380569461908677,0.0005160968711908631
3.6,-0.02432707932579751,0.005660172351542111,0.024976876097158474
3.65,-0.0019283619821927425,7.782098533866873e-05,0.0019299316154012822
3.7,0.023844484096442388,-0.006856986947631445,0.024810838192722992
3.75,0.0040081238590060995,-0.0008307600881020856,0.004093313962197052
3.8000000000000003,-0.023121406931053246,0.007957350824750279,0.024452380060425837
3.85,-0.005981435449905703,0.001781997403323854,0.006241240644843107
3.9,0.022172628243982584,-0.00893245543650282,0.023904271655312215
