time,energy
0.000000000000000000e+00,2.073294436583547357e-03
1.000000000000000056e-01,2.811180570924160307e-03
2.000000000000000111e-01,4.859495474759160938e-03
2.999999999999999889e-01,7.761836546280549698e-03
4.000000000000000222e-01,1.087965529250552177e-02
5.000000000000000000e-01,1.354314433194607134e-02
5.999999999999999778e-01,1.520654906420025772e-02
7.000000000000000666e-01,1.556982575669675975e-02
8.000000000000000444e-01,1.463776936642750999e-02
9.000000000000000222e-01,1.270412390760520746e-02
1.000000000000000000e+00,1.026736784667240006e-02
1.100000000000000089e+00,7.901786202951729260e-03
1.199999999999999956e+00,6.117756912314790789e-03
1.300000000000000044e+00,5.246402702695949008e-03
1.400000000000000133e+00,5.375878848140760481e-03
1.500000000000000000e+00,6.351984403867120925e-03
1.600000000000000089e+00,7.838603145802331557e-03
1.699999999999999956e+00,9.418346902799270420e-03
1.800000000000000044e+00,1.070460567030947358e-02
1.900000000000000133e+00,1.143515936349364173e-02
2.000000000000000000e+00,1.152444575679320571e-02
2.100000000000000089e+00,1.106421981594048545e-02
2.200000000000000178e+00,1.027694806719658960e-02
2.300000000000000266e+00,9.438766101967836428e-03
2.399999999999999911e+00,8.795882034895717919e-03
2.500000000000000000e+00,8.498295713132590634e-03
2.600000000000000089e+00,8.568033985871737618e-03
2.700000000000000178e+00,8.908029230299282716e-03
2.800000000000000266e+00,9.345669032923199782e-03
2.899999999999999911e+00,9.695416496877762996e-03
3.000000000000000000e+00,9.820362173668871833e-03
3.100000000000000089e+00,9.674154259063785094e-03
3.200000000000000178e+00,9.311686966992038100e-03
3.300000000000000266e+00,8.866922867658359395e-03
3.399999999999999911e+00,8.506213439000468238e-03
3.500000000000000000e+00,8.372529541036019887e-03
3.600000000000000089e+00,8.538169042107184026e-03
3.700000000000000178e+00,8.980333286871136286e-03
3.800000000000000266e+00,9.586600292466841353e-03
3.899999999999999911e+00,1.018810204826971558e-02
4.000000000000000000e+00,1.060993048761939804e-02
4.099999999999999645e+00,1.072337315496437946e-02
