id1,id2,t_start,t_end,min_sep
1.574000000000000000e+03,2.746000000000000000e+03,2.800000000000000266e+00,1.380000000000000071e+01,5.000000000000000000e+00
1.574000000000000000e+03,4.293000000000000000e+03,5.700000000000000178e+00,1.559999999999999964e+01,4.123105625617660586e+00
1.574000000000000000e+03,3.440000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,2.873673519398947551e+00
1.574000000000000000e+03,3.446000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,3.001049619020422554e+00
1.574000000000000000e+03,3.601000000000000000e+03,4.400000000000000355e+00,1.340000000000000036e+01,3.257644071711822686e+00
1.574000000000000000e+03,5.611000000000000000e+03,8.199999999999999289e+00,1.559999999999999964e+01,4.679983160058688973e+00
1.574000000000000000e+03,4.010000000000000000e+03,5.200000000000000178e+00,1.400000000000000000e+01,3.846546290810362478e+00
1.574000000000000000e+03,4.235000000000000000e+03,5.600000000000000533e+00,1.440000000000000036e+01,2.098362269163267957e+00
1.574000000000000000e+03,3.095000000000000000e+03,3.399999999999999911e+00,1.209999999999999964e+01,2.236067977499789805e+00
2.799000000000000000e+03,3.348000000000000000e+03,3.899999999999999911e+00,1.710000000000000142e+01,2.000000000000000000e+00
2.799000000000000000e+03,5.500000000000000000e+01,2.899999999999999911e+00,1.309999999999999964e+01,4.242640687119284770e+00
2.799000000000000000e+03,3.677000000000000000e+03,4.500000000000000000e+00,1.700000000000000000e+01,3.605551275463989125e+00
2.799000000000000000e+03,4.174000000000000000e+03,5.500000000000000000e+00,1.710000000000000142e+01,2.407942262813433931e+00
2.799000000000000000e+03,4.630000000000000000e+03,6.400000000000000355e+00,1.710000000000000142e+01,5.000000000000000000e+00
2.799000000000000000e+03,2.474000000000000000e+03,2.899999999999999911e+00,1.300000000000000000e+01,2.695423180587596779e+00
2.799000000000000000e+03,4.759000000000000000e+03,6.600000000000000533e+00,1.710000000000000142e+01,3.162277660168379523e+00
2.799000000000000000e+03,5.041000000000000000e+03,7.100000000000000533e+00,1.710000000000000142e+01,4.000000000000000000e+00
2.799000000000000000e+03,9.000000000000000000e+00,2.899999999999999911e+00,9.800000000000000711e+00,3.013574729961283616e+00
2.799000000000000000e+03,6.702000000000000000e+03,1.020000000000000107e+01,1.710000000000000142e+01,4.999999999999996447e+00
2.799000000000000000e+03,5.588000000000000000e+03,8.199999999999999289e+00,1.710000000000000142e+01,3.162277660168379523e+00
2.799000000000000000e+03,2.268000000000000000e+03,2.899999999999999911e+00,1.120000000000000107e+01,3.597050946289761075e+00
2.799000000000000000e+03,3.490000000000000000e+03,4.200000000000000178e+00,1.350000000000000000e+01,3.288818409491816919e+00
2.799000000000000000e+03,3.600000000000000000e+01,2.899999999999999911e+00,9.200000000000001066e+00,5.000000000000000000e+00
2.799000000000000000e+03,5.464000000000000000e+03,7.900000000000000355e+00,1.689999999999999858e+01,5.000000000000000000e+00
2.799000000000000000e+03,1.779000000000000000e+03,2.899999999999999911e+00,9.599999999999999645e+00,9.682539682539328396e-01
2.799000000000000000e+03,5.799000000000000000e+03,8.500000000000000000e+00,1.710000000000000142e+01,1.000000000000000000e+00
3.390000000000000000e+03,1.942000000000000000e+03,4.000000000000000000e+00,1.480000000000000071e+01,1.010152544552211262e+00
3.390000000000000000e+03,5.500000000000000000e+01,4.000000000000000000e+00,1.309999999999999964e+01,4.314775075321708009e+00
3.390000000000000000e+03,3.147000000000000000e+03,4.000000000000000000e+00,1.630000000000000071e+01,6.388765649999376128e-01
3.390000000000000000e+03,4.655000000000000000e+03,6.400000000000000355e+00,1.780000000000000071e+01,2.665390851267910755e+00
3.390000000000000000e+03,3.677000000000000000e+03,4.500000000000000000e+00,1.700000000000000000e+01,5.000000000000000000e+00
3.390000000000000000e+03,4.174000000000000000e+03,5.500000000000000000e+00,1.780000000000000071e+01,4.242640687119284770e+00
3.390000000000000000e+03,4.236000000000000000e+03,5.600000000000000533e+00,1.780000000000000071e+01,4.721201703786946702e+00
3.390000000000000000e+03,4.100000000000000000e+03,5.400000000000000355e+00,1.730000000000000071e+01,2.236067977499789805e+00
3.390000000000000000e+03,3.316000000000000000e+03,4.000000000000000000e+00,1.540000000000000036e+01,5.000000000000000000e+00
3.390000000000000000e+03,4.187000000000000000e+03,5.500000000000000000e+00,1.710000000000000142e+01,3.162277660168379523e+00
3.390000000000000000e+03,2.700000000000000000e+01,4.000000000000000000e+00,1.130000000000000071e+01,3.404160601063528357e+00
3.390000000000000000e+03,2.995000000000000000e+03,4.000000000000000000e+00,1.450000000000000000e+01,1.000000000000000000e+00
3.390000000000000000e+03,4.754000000000000000e+03,6.600000000000000533e+00,1.769999999999999929e+01,3.000000000000000000e+00
3.390000000000000000e+03,4.293000000000000000e+03,5.700000000000000178e+00,1.630000000000000071e+01,3.507936507936506132e+00
3.390000000000000000e+03,3.671000000000000000e+03,4.500000000000000000e+00,1.470000000000000107e+01,4.379399310635598397e+00
3.390000000000000000e+03,4.998000000000000000e+03,7.000000000000000000e+00,1.719999999999999929e+01,2.828427124746190291e+00
3.390000000000000000e+03,5.041000000000000000e+03,7.100000000000000533e+00,1.730000000000000071e+01,2.055907918564087389e+00
3.390000000000000000e+03,3.353000000000000000e+03,4.000000000000000000e+00,1.370000000000000107e+01,5.000000000000000000e+00
3.390000000000000000e+03,3.960000000000000000e+03,5.100000000000000533e+00,1.450000000000000000e+01,2.236067977499789805e+00
3.390000000000000000e+03,4.660000000000000000e+03,6.400000000000000355e+00,1.580000000000000071e+01,1.000000000000000000e+00
3.390000000000000000e+03,4.006000000000000000e+03,5.200000000000000178e+00,1.450000000000000000e+01,1.000000000000000000e+00
3.390000000000000000e+03,4.244000000000000000e+03,5.600000000000000533e+00,1.480000000000000071e+01,1.000000000000000000e+00
3.390000000000000000e+03,2.632000000000000000e+03,4.000000000000000000e+00,1.170000000000000107e+01,7.856742013183667384e-01
3.390000000000000000e+03,5.100000000000000000e+03,7.200000000000000178e+00,1.630000000000000071e+01,2.236067977499789805e+00
3.390000000000000000e+03,5.216000000000000000e+03,7.400000000000000355e+00,1.650000000000000000e+01,1.000000000000000000e+00
3.390000000000000000e+03,5.464000000000000000e+03,7.900000000000000355e+00,1.689999999999999858e+01,2.285714285714327332e+00
3.390000000000000000e+03,5.303000000000000000e+03,7.600000000000000533e+00,1.650000000000000000e+01,2.000000000000000000e+00
3.390000000000000000e+03,1.282000000000000000e+03,4.000000000000000000e+00,8.900000000000000355e+00,3.431876713662333156e+00
3.390000000000000000e+03,1.578000000000000000e+03,4.000000000000000000e+00,9.400000000000000355e+00,4.000000000000000000e+00
3.390000000000000000e+03,2.100000000000000000e+01,4.000000000000000000e+00,8.599999999999999645e+00,2.989694232683051567e+00
3.390000000000000000e+03,3.002000000000000000e+03,4.000000000000000000e+00,1.180000000000000071e+01,2.828427124746190291e+00
1.600000000000000000e+01,2.944000000000000000e+03,3.100000000000000089e+00,1.370000000000000107e+01,3.000000000000000000e+00
1.600000000000000000e+01,1.506000000000000000e+03,5.000000000000000000e-01,1.300000000000000000e+01,2.907492861423571995e+00
1.600000000000000000e+01,3.667000000000000000e+03,4.500000000000000000e+00,1.370000000000000107e+01,7.385644523258374505e-01
1.600000000000000000e+01,3.893000000000000000e+03,5.000000000000000000e+00,1.370000000000000107e+01,2.403700850309325787e+00
1.600000000000000000e+01,1.633000000000000000e+03,7.000000000000000666e-01,1.180000000000000071e+01,2.961966007635041365e+00
1.600000000000000000e+01,2.209000000000000000e+03,1.800000000000000044e+00,1.290000000000000036e+01,7.453559924999272335e-01
1.600000000000000000e+01,2.746000000000000000e+03,2.800000000000000266e+00,1.370000000000000107e+01,5.000000000000000000e+00
1.600000000000000000e+01,3.724000000000000000e+03,4.600000000000000533e+00,1.370000000000000107e+01,5.000000000000000000e+00
1.600000000000000000e+01,3.440000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,2.828427124746190291e+00
1.600000000000000000e+01,3.446000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,2.000000000000000000e+00
1.600000000000000000e+01,4.662000000000000000e+03,6.400000000000000355e+00,1.370000000000000107e+01,2.000000000000000000e+00
1.600000000000000000e+01,5.105000000000000000e+03,7.200000000000000178e+00,1.370000000000000107e+01,5.000000000000000000e+00
1.600000000000000000e+01,4.010000000000000000e+03,5.200000000000000178e+00,1.370000000000000107e+01,7.880756563369154533e-01
1.600000000000000000e+01,3.095000000000000000e+03,3.399999999999999911e+00,1.209999999999999964e+01,2.828427124746190291e+00
2.944000000000000000e+03,1.506000000000000000e+03,3.100000000000000089e+00,1.300000000000000000e+01,7.693092581620717407e-01
2.944000000000000000e+03,3.667000000000000000e+03,4.500000000000000000e+00,1.680000000000000071e+01,3.889925355887490444e+00
2.944000000000000000e+03,3.893000000000000000e+03,5.000000000000000000e+00,1.680000000000000071e+01,1.957278667773380665e+00
2.944000000000000000e+03,5.009000000000000000e+03,7.000000000000000000e+00,1.680000000000000071e+01,2.145911990647551892e+00
2.944000000000000000e+03,5.919000000000000000e+03,8.700000000000001066e+00,1.680000000000000071e+01,4.000000000000000000e+00
2.944000000000000000e+03,4.559000000000000000e+03,6.200000000000000178e+00,1.570000000000000107e+01,4.024239981984492509e+00
2.944000000000000000e+03,3.440000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,2.003084041924439340e+00
2.944000000000000000e+03,3.446000000000000000e+03,4.099999999999999645e+00,1.350000000000000000e+01,4.444557821683131849e+00
2.944000000000000000e+03,4.662000000000000000e+03,6.400000000000000355e+00,1.580000000000000071e+01,1.000000000000000000e+00
2.944000000000000000e+03,5.105000000000000000e+03,7.200000000000000178e+00,1.639999999999999858e+01,5.000000000000000000e+00
2.944000000000000000e+03,4.010000000000000000e+03,5.200000000000000178e+00,1.400000000000000000e+01,1.099371083868113441e+00
1.683000000000000000e+03,4.629000000000000000e+03,6.400000000000000355e+00,1.440000000000000036e+01,2.236067977499789805e+00
1.683000000000000000e+03,5.500000000000000000e+01,8.000000000000000444e-01,1.309999999999999964e+01,2.000000000000000000e+00
1.683000000000000000e+03,5.033000000000000000e+03,7.100000000000000533e+00,1.440000000000000036e+01,1.000000000000000000e+00
1.683000000000000000e+03,2.800000000000000000e+01,8.000000000000000444e-01,1.250000000000000000e+01,1.000000000000000000e+00
1.683000000000000000e+03,5.244000000000000000e+03,7.500000000000000000e+00,1.440000000000000036e+01,1.414213562373095145e+00
1.683000000000000000e+03,2.700000000000000000e+01,8.000000000000000444e-01,1.130000000000000071e+01,1.414213562373095145e+00
1.683000000000000000e+03,6.038000000000000000e+03,9.000000000000000000e+00,1.440000000000000036e+01,3.162277660168379523e+00
1.683000000000000000e+03,2.315000000000000000e+03,2.000000000000000000e+00,1.280000000000000071e+01,1.000000000000000000e+00
1.683000000000000000e+03,6.133000000000000000e+03,9.200000000000001066e+00,1.440000000000000036e+01,4.000000000000000000e+00
1.683000000000000000e+03,6.369000000000000000e+03,9.599999999999999645e+00,1.440000000000000036e+01,1.428571428571426161e+00
1.683000000000000000e+03,6.420000000000000000e+03,9.700000000000001066e+00,1.440000000000000036e+01,7.178043844187323996e-01
1.683000000000000000e+03,4.748000000000000000e+03,6.600000000000000533e+00,1.440000000000000036e+01,2.285714285714284699e+00
1.683000000000000000e+03,5.576000000000000000e+03,8.199999999999999289e+00,1.440000000000000036e+01,1.000000000000000000e+00
1.683000000000000000e+03,6.523000000000000000e+03,9.900000000000000355e+00,1.440000000000000036e+01,2.828427124746190291e+00
1.683000000000000000e+03,2.316000000000000000e+03,2.000000000000000000e+00,1.180000000000000071e+01,3.000000000000000000e+00
1.683000000000000000e+03,6.810000000000000000e+03,1.040000000000000036e+01,1.440000000000000036e+01,3.162277660168379523e+00
1.683000000000000000e+03,3.242000000000000000e+03,3.700000000000000178e+00,1.300000000000000000e+01,5.000000000000000000e+00
1.683000000000000000e+03,5.497000000000000000e+03,8.000000000000000000e+00,1.440000000000000036e+01,4.000000000000000000e+00
1.683000000000000000e+03,6.093000000000000000e+03,9.099999999999999645e+00,1.440000000000000036e+01,3.605551275463989125e+00
1.683000000000000000e+03,7.086000000000000000e+03,1.090000000000000036e+01,1.440000000000000036e+01,4.472135954999577834e+00
1.683000000000000000e+03,6.745000000000000000e+03,1.030000000000000071e+01,1.440000000000000036e+01,1.000000000000000000e+00
1.683000000000000000e+03,3.485000000000000000e+03,4.200000000000000178e+00,1.280000000000000071e+01,5.000000000000000000e+00
4.629000000000000000e+03,5.033000000000000000e+03,7.100000000000000533e+00,2.000000000000000000e+01,2.055907918564088277e+00
4.629000000000000000e+03,5.034000000000000000e+03,7.100000000000000533e+00,2.000000000000000000e+01,5.000000000000000000e+00
4.629000000000000000e+03,5.244000000000000000e+03,7.500000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
4.629000000000000000e+03,5.327000000000000000e+03,7.700000000000000178e+00,2.000000000000000000e+01,3.162277660168379523e+00
4.629000000000000000e+03,6.038000000000000000e+03,9.000000000000000000e+00,2.000000000000000000e+01,1.349206349206369282e+00
4.629000000000000000e+03,2.315000000000000000e+03,6.400000000000000355e+00,1.280000000000000071e+01,4.094161295618143903e+00
4.629000000000000000e+03,6.133000000000000000e+03,9.200000000000001066e+00,2.000000000000000000e+01,3.605551275463989125e+00
4.629000000000000000e+03,6.086000000000000000e+03,9.099999999999999645e+00,1.960000000000000142e+01,5.000000000000000000e+00
4.629000000000000000e+03,6.320000000000000000e+03,9.500000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
4.629000000000000000e+03,6.369000000000000000e+03,9.599999999999999645e+00,2.000000000000000000e+01,1.000000000000000000e+00
4.629000000000000000e+03,6.420000000000000000e+03,9.700000000000001066e+00,2.000000000000000000e+01,3.000000000000000000e+00
4.629000000000000000e+03,4.748000000000000000e+03,6.600000000000000533e+00,1.680000000000000071e+01,2.817583274759428935e+00
4.629000000000000000e+03,5.035000000000000000e+03,7.100000000000000533e+00,1.730000000000000071e+01,1.000000000000000000e+00
4.629000000000000000e+03,5.576000000000000000e+03,8.199999999999999289e+00,1.830000000000000071e+01,2.000000000000000000e+00
4.629000000000000000e+03,6.315000000000000000e+03,9.500000000000000000e+00,1.940000000000000213e+01,3.833259389999662314e+00
4.629000000000000000e+03,6.466000000000000000e+03,9.800000000000000711e+00,1.969999999999999929e+01,4.123105625617660586e+00
4.629000000000000000e+03,5.497000000000000000e+03,8.000000000000000000e+00,1.730000000000000071e+01,1.000000000000000000e+00
4.629000000000000000e+03,6.093000000000000000e+03,9.099999999999999645e+00,1.819999999999999929e+01,8.089010988089559984e-01
4.629000000000000000e+03,7.090000000000000000e+03,1.090000000000000036e+01,2.000000000000000000e+01,2.748737083745109278e+00
4.629000000000000000e+03,6.745000000000000000e+03,1.030000000000000071e+01,1.930000000000000071e+01,3.455253320699378516e+00
4.629000000000000000e+03,4.476000000000000000e+03,6.400000000000000355e+00,1.490000000000000036e+01,4.008054375133111691e+00
4.629000000000000000e+03,3.485000000000000000e+03,6.400000000000000355e+00,1.280000000000000071e+01,2.000000000000000000e+00
1.942000000000000000e+03,5.500000000000000000e+01,1.300000000000000044e+00,1.309999999999999964e+01,4.444104295373622726e+00
1.942000000000000000e+03,2.214000000000000000e+03,1.800000000000000044e+00,1.480000000000000071e+01,3.162277660168379523e+00
1.942000000000000000e+03,3.147000000000000000e+03,3.500000000000000000e+00,1.480000000000000071e+01,1.044487865165848461e+00
1.942000000000000000e+03,3.677000000000000000e+03,4.500000000000000000e+00,1.480000000000000071e+01,3.000000000000000000e+00
