frame_index,time,x,y,radius,mass,peak_rho,mean_rho,area,n_pixels
2260,11.3,10.3,173.6,1.3601470508735443,37.337993634253245,4.737766771156105,3.7337993634253244,10.0,10
2260,11.3,55.5,175.5,1.2247448713915892,28.61647575989818,4.12315783545464,3.5770594699872724,8.0,8
2260,11.3,112.23076923076923,178.46153846153845,1.6992863103365017,47.81767133539167,5.018414180514023,3.6782824104147442,13.0,13
2260,11.3,16.88888888888889,188.88888888888889,1.692394023525313,33.4277790173464,4.233809994125418,3.7141976685940445,9.0,9
2280,11.4,31.454545454545453,21.545454545454547,1.5798315633620696,56.29091239828252,6.174566102140042,5.117355672571138,11.0,11
2280,11.4,184.92857142857142,28.857142857142858,1.6178216647008747,57.22095042630505,5.033617364602779,4.087210744736075,14.0,14
2280,11.4,16.375,44.75,1.192424001771182,28.310273664793332,3.8574575391143453,3.5387842080991665,8.0,8
2280,11.4,91.91666666666667,57.666666666666664,1.5701203067847311,50.76454035329772,6.369385218075685,4.23037836277481,12.0,12
2280,11.4,182.46153846153845,58.84615384615385,1.7742403991801228,44.81138933174951,4.597047620763509,3.447029948596116,13.0,13
2280,11.4,124.375,62.25,1.4737282653189494,28.859222054794255,4.72547924786425,3.607402756849282,8.0,8
2280,11.4,41.705882352941174,65.29411764705883,2.1012436587637353,68.85720501271666,5.488838442833756,4.050423824277451,17.0,17
2280,11.4,158.5,82.08333333333333,1.6811867501526678,45.94577090304735,4.698372716427204,3.8288142419206124,12.0,12
2280,11.4,112.0,88.88888888888889,1.523478800089121,28.376639016398297,3.7766892816223425,3.152959890710922,9.0,9
2280,11.4,154.875,104.125,1.571225636247067,27.273378164166715,4.092313111540388,3.4091722705208394,8.0,8
2280,11.4,42.4,136.1,1.8788294228055935,32.79372664026782,3.701744950808263,3.279372664026782,10.0,10
2280,11.4,100.5,141.625,1.4086784586980805,29.741103100468408,4.305926378497029,3.717637887558551,8.0,8
2280,11.4,44.09090909090909,170.63636363636363,2.2044283005422076,35.697009215643874,3.5775207476823625,3.245182655967625,11.0,11
2280,11.4,10.3,173.6,1.3601470508735443,38.12558371559163,4.6918383098386816,3.812558371559163,10.0,10
2280,11.4,55.666666666666664,175.33333333333334,1.3333333333333333,32.05950972168773,4.147110792705687,3.5621677468541924,9.0,9
2280,11.4,112.63636363636364,178.45454545454547,1.5157574545939152,41.892531036538095,4.955867785929619,3.808411912412554,11.0,11
2280,11.4,190.375,179.25,1.192424001771182,38.81245950416173,6.896686863116296,4.851557438020216,8.0,8
2280,11.4,17.866666666666667,188.53333333333333,2.3016902002176094,55.74327542456429,4.647708201207866,3.7162183616376194,15.0,15
2300,11.5,31.384615384615383,21.615384615384617,1.7131582654861606,62.88368123492482,5.933762793025471,4.837206248840371,13.0,13
2300,11.5,184.92857142857142,28.857142857142858,1.6178216647008747,59.305698558316195,5.265689711029576,4.236121325594014,14.0,14
2300,11.5,16.333333333333332,44.888888888888886,1.1967032904743342,31.960343641863382,3.995865429471301,3.5511492935403757,9.0,9
2300,11.5,91.38461538461539,58.46153846153846,2.258448962446646,57.20776194612521,6.372785244049956,4.400597072778862,13.0,13
2300,11.5,181.6,58.7,1.3601470508735443,36.22505384830805,4.678125194666406,3.622505384830805,10.0,10
2300,11.5,124.375,62.25,1.4737282653189494,30.079750373149217,4.429152518530487,3.759968796643652,8.0,8
2300,11.5,41.75,65.5,1.984313483298443,66.60883160025914,6.207034712865455,4.163051975016196,16.0,16
2300,11.5,158.7,81.6,1.284523257866513,39.92090685690932,5.270704228830207,3.9920906856909317,10.0,10
2300,11.5,111.75,88.875,1.4306903927824497,25.466363059294885,3.6995568389267324,3.1832953824118606,8.0,8
2300,11.5,144.75,97.25,1.1726039399558574,27.103941999157335,4.1671902927698135,3.387992749894667,8.0,8
2300,11.5,154.75,103.5,1.6393596310755,28.00185247460805,4.146426875690093,3.5002315593260063,8.0,8
2300,11.5,42.4,136.1,1.8788294228055935,33.92296498331377,3.8066595872683475,3.392296498331377,10.0,10
2300,11.5,129.5,140.75,1.3919410907075054,28.952022123326074,4.337912627856053,3.6190027654157593,8.0,8
2300,11.5,44.09090909090909,170.8181818181818,2.2268088570756164,37.837479059680206,3.949377819372845,3.4397708236072915,11.0,11
2300,11.5,10.222222222222221,173.77777777777777,1.2957670877434,35.76099735938757,4.564355141847215,3.973444151043063,9.0,9
2300,11.5,55.666666666666664,175.33333333333334,1.3333333333333333,32.733515998203785,4.190789143988554,3.637057333133754,9.0,9
2300,11.5,112.36363636363636,178.36363636363637,1.5102952478032863,41.386712168727286,5.3937535108068815,3.762428378975208,11.0,11
2300,11.5,190.375,179.25,1.192424001771182,36.87059100646306,5.907395350388951,4.608823875807882,8.0,8
2300,11.5,17.833333333333332,188.44444444444446,2.1723571995574615,66.49285575403427,4.939427659827445,3.6940475418907925,18.0,18
2320,11.6,31.5,21.5,1.7525491637693282,64.1104022017271,6.151005273466045,4.579314442980507,14.0,14
2320,11.6,184.92857142857142,28.857142857142858,1.6178216647008747,60.27943897430416,5.119721500683674,4.305674212450297,14.0,14
2320,11.6,33.5,31.625,1.4086784586980805,28.386686499205794,4.335730801904528,3.5483358124007243,8.0,8
2320,11.6,16.9,44.8,1.7464249196572978,36.67682461001654,4.423077116186833,3.667682461001654,10.0,10
2320,11.6,58.375,45.5,1.3169567191065923,31.151399630108944,5.1952959206674105,3.893924953763618,8.0,8
2320,11.6,91.0,59.26315789473684,2.9707717456147544,75.51707510122648,6.545033923186243,3.9745829000645516,19.0,19
2320,11.6,181.6,58.7,1.3601470508735443,38.40232295896866,5.199654367516615,3.840232295896866,10.0,10
2320,11.6,124.875,62.125,1.571225636247067,30.660714667174062,4.349538188052972,3.832589333396758,8.0,8
2320,11.6,41.833333333333336,65.27777777777777,2.0015426149613136,72.85183562880076,6.033671647948357,4.047324201600042,18.0,18
2320,11.6,158.91666666666666,82.0,1.6051133570215186,45.804815601420316,5.578020947068202,3.8170679667850265,12.0,12
2320,11.6,111.75,88.875,1.4306903927824497,25.33104995659897,3.516946039952003,3.1663812445748714,8.0,8
2320,11.6,155.0,103.55555555555556,1.7069212773041351,32.01901183337635,4.16911717645073,3.5576679814862606,9.0,9
2320,11.6,77.21428571428571,114.64285714285714,2.4432330537838673,50.06343618595969,4.236518400296582,3.575959727568549,14.0,14
2320,11.6,42.4,136.1,1.8788294228055935,34.89708598119944,3.887837035578666,3.489708598119944,10.0,10
2320,11.6,129.2,138.2,2.6178871888095814,55.11648398937234,4.290773637604427,3.674432265958156,15.0,15
2320,11.6,43.90909090909091,170.72727272727272,1.9792310051888402,40.499446081851715,4.436746449071073,3.681767825622883,11.0,11
2320,11.6,9.076923076923077,173.69230769230768,1.6569737868106167,48.96151562675478,5.001254431019094,3.766270432827291,13.0,13
2320,11.6,55.888888888888886,175.11111111111111,1.2372809695177827,33.227215804999254,4.15943271891552,3.6919128672221393,9.0,9
2320,11.6,112.08333333333333,178.83333333333334,1.5433549314543444,44.722959380353565,5.390506389081325,3.7269132816961306,12.0,12
2320,11.6,190.375,179.25,1.192424001771182,34.61560267404073,5.415953280308662,4.326950334255091,8.0,8
2320,11.6,17.833333333333332,188.44444444444446,2.1723571995574615,67.71728382955446,4.90571659041311,3.7620713238641366,18.0,18
2340,11.700000000000001,155.125,19.5,1.165922381636102,32.19141103650122,4.939311287211186,4.023926379562653,8.0,8
2340,11.700000000000001,31.5,21.5,1.7525491637693282,63.371099356883455,6.107334932172999,4.5265070969202466,14.0,14
2340,11.700000000000001,184.92857142857142,28.857142857142858,1.6178216647008747,59.98208561426576,5.063366484359851,4.2844346867332685,14.0,14
2340,11.700000000000001,33.5,31.625,1.4086784586980805,29.74451363068721,4.785629247633316,3.718064203835901,8.0,8
2340,11.700000000000001,16.9,44.8,1.7464249196572978,37.514094090961834,4.658113955772071,3.7514094090961834,10.0,10
2340,11.700000000000001,91.3157894736842,58.94736842105263,2.856687735813034,76.24152969856017,5.944736108127787,4.012712089397904,19.0,19
2340,11.700000000000001,182.08333333333334,58.75,1.6624947786050004,46.88588317992838,5.633845433817804,3.907156931660698,12.0,12
2340,11.700000000000001,124.875,62.125,1.571225636247067,30.0762295560399,4.576266629424379,3.7595286945049873,8.0,8
2340,11.700000000000001,41.76470588235294,65.29411764705883,2.122543359137496,72.09038227479863,6.7385501298842945,4.240610722046978,17.0,17
2340,11.700000000000001,158.73333333333332,81.6,1.7613126418163876,53.75341615548375,4.419486069325242,3.58356107703225,15.0,15
2340,11.700000000000001,77.07692307692308,114.46153846153847,2.388334568655388,48.06093992063318,4.3574195885155484,3.6969953785102447,13.0,13
2340,11.700000000000001,43.333333333333336,125.88888888888889,1.7284832429004495,34.81581460511603,4.7497787816809725,3.8684238450128925,9.0,9
2340,11.700000000000001,42.54545454545455,136.0,1.8763424945954814,38.78359159094869,3.9750851774970712,3.525781053722608,11.0,11
2340,11.700000000000001,129.2,138.46666666666667,2.5051058970741247,57.06110873890531,4.522980070997775,3.8040739159270207,15.0,15
2340,11.700000000000001,127.625,152.125,1.6863421954040052,29.679392184096184,4.615613335282869,3.709924023012023,8.0,8
2340,11.700000000000001,50.166666666666664,157.66666666666666,2.0069324297987157,39.82878597429919,4.04480126639299,3.3190654978582654,12.0,12
2340,11.700000000000001,43.90909090909091,170.72727272727272,1.9792310051888402,43.42637631709288,4.972102119473754,3.9478523924629894,11.0,11
2340,11.700000000000001,9.076923076923077,173.69230769230768,1.6569737868106167,50.164421708884994,5.42707700043418,3.8588016699142305,13.0,13
2340,11.700000000000001,55.7,175.3,1.4212670403551895,36.927204743644495,4.48421498465095,3.6927204743644495,10.0,10
2340,11.700000000000001,112.08333333333333,178.83333333333334,1.5433549314543444,44.92568911643829,4.836461383838958,3.7438074263698575,12.0,12
2340,11.700000000000001,190.375,179.25,1.192424001771182,32.18969339222681,5.085299088994543,4.023711674028351,8.0,8
2340,11.700000000000001,133.875,184.75,1.4306903927824497,28.952758577265158,4.238424419851368,3.6190948221581447,8.0,8
2340,11.700000000000001,17.736842105263158,188.47368421052633,2.1572527928336,70.65431476462285,6.12761211000451,3.718648145506466,19.0,19
2360,11.8,155.125,19.5,1.165922381636102,32.539665078320624,4.701467966389908,4.067458134790078,8.0,8
2360,11.8,31.333333333333332,21.466666666666665,1.8086213288334048,66.30029739277904,5.514804001032223,4.4200198261852695,15.0,15
2360,11.8,184.8,28.733333333333334,1.6996731711975952,61.66588463492713,5.407559985862301,4.111058975661809,15.0,15
2360,11.8,33.5,31.625,1.4086784586980805,30.72514847816692,4.942678499403084,3.840643559770865,8.0,8
2360,11.8,16.9,44.8,1.7464249196572978,37.588444819997015,4.7561346008414995,3.7588444819997013,10.0,10
2360,11.8,58.1,45.6,1.3892443989449803,40.291835193541495,5.145477193801261,4.02918351935415,10.0,10
2360,11.8,91.45,58.85,2.945335295004628,79.7538839517437,6.072212393921896,3.987694197587185,20.0,20
2360,11.8,182.23076923076923,58.84615384615385,1.7097008285302207,51.27246836808714,5.607783676695446,3.9440360283143954,13.0,13
2360,11.8,125.0,61.9,1.6401219466856727,34.61262848382938,4.16613110634846,3.461262848382938,10.0,10
2360,11.8,41.625,65.625,1.9605483926697653,70.39094067050135,6.942595452442211,4.399433791906334,16.0,16
2360,11.8,158.9090909090909,81.45454545454545,1.5850541612875173,42.29436138321167,5.304269881776658,3.8449419439283337,11.0,11
2360,11.8,27.625,96.25,1.192424001771182,27.86788456519445,4.605857899192107,3.4834855706493064,8.0,8
2360,11.8,144.875,97.875,1.103970108290981,29.853544064878825,4.677431787570243,3.731693008109853,8.0,8
2360,11.8,154.375,102.875,1.2624381172952597,31.534592940309203,4.475984824579023,3.9418241175386504,8.0,8
2360,11.8,77.0,114.36363636363636,2.307014098263549,42.75419164586953,4.811446044623742,3.8867446950790483,11.0,11
2360,11.8,189.25,114.125,1.243734296383275,30.513273737333257,4.702938076350269,3.814159217166657,8.0,8
2360,11.8,43.625,126.0,1.5761900266148114,33.983698068558525,4.8974455397567125,4.247962258569816,8.0,8
2360,11.8,158.125,134.125,1.103970108290981,33.561489353801484,5.568138128802076,4.1951861692251855,8.0,8
2360,11.8,42.54545454545455,136.0,1.8763424945954814,39.41807282463318,4.000929210101315,3.5834611658757436,11.0,11
2360,11.8,129.2,138.46666666666667,2.5051058970741247,58.06142692482015,4.994473658435679,3.87076179498801,15.0,15
2360,11.8,50.7,158.6,1.6881943016134133,33.63739995216202,4.067822187271536,3.363739995216202,10.0,10
2360,11.8,43.9,170.8,2.0615528128088303,42.66153731437534,5.687860621941132,4.266153731437534,10.0,10
2360,11.8,9.066666666666666,173.6,1.9413626371414714,56.991742732004376,4.988874227499609,3.7994495154669585,15.0,15
2360,11.8,55.55555555555556,175.22222222222223,1.405456737852613,34.924853925901125,4.820047233513417,3.8805393251001252,9.0,9
2360,11.8,112.27272727272727,179.27272727272728,1.6057747029686993,41.72223963579096,5.542610107194759,3.7929308759809968,11.0,11
2360,11.8,142.5,179.25,1.2990381056766578,29.2882209001026,5.462665865589975,3.661027612512825,8.0,8
2360,11.8,133.875,184.75,1.4306903927824497,29.07532332708886,4.332191388545395,3.6344154158861075,8.0,8
2360,11.8,18.333333333333332,187.91666666666666,2.1131203888509944,47.9616757870856,5.770874309349509,3.996806315590467,12.0,12
2380,11.9,155.0,19.666666666666668,1.247219128924647,35.614368467080695,4.700508676094631,3.957152051897855,9.0,9
2380,11.9,31.41176470588235,21.764705882352942,1.9277611303734048,72.08790707084515,5.5774067695433835,4.24046512181442,17.0,17
2380,11.9,184.92307692307693,28.846153846153847,1.6782634022516483,54.26820386793388,5.760842795470321,4.1744772206102985,13.0,13
2380,11.9,16.75,45.0,1.3919410907075054,31.67699845380823,5.1715047812214285,3.959624806726029,8.0,8
2380,11.9,58.1,45.6,1.3892443989449803,40.90446632637663,4.966434990281378,4.090446632637663,10.0,10
2380,11.9,93.0,57.142857142857146,1.8070158058105026,62.00722200224257,6.5713538198539325,4.429087285874469,14.0,14
2380,11.9,182.23076923076923,58.84615384615385,1.7097008285302207,51.594418982466955,5.05422714589243,3.968801460189766,13.0,13
2380,11.9,124.85714285714286,61.642857142857146,1.8308579454251854,47.02154690886119,4.4262584603838215,3.3586819220615136,14.0,14
2380,11.9,41.53846153846154,65.38461538461539,1.6245163139956058,61.25225037745575,7.23853946275439,4.711711567496597,13.0,13
2380,11.9,158.8181818181818,81.18181818181819,1.8407687937560535,42.582856251619425,5.6370242745223695,3.8711687501472203,11.0,11
2380,11.9,144.875,97.875,1.103970108290981,31.56048100814191,4.74172401066684,3.9450601260177387,8.0,8
2380,11.9,154.0,103.125,1.2686114456365274,33.379356924958834,4.718701109562988,4.172419615619854,8.0,8
2380,11.9,76.61538461538461,114.46153846153847,2.325571762743227,48.20074957786101,4.96027212947037,3.70774996752777,13.0,13
2380,11.9,189.25,114.125,1.243734296383275,31.131617170831618,5.136879960025944,3.891452146353952,8.0,8
2380,11.9,158.0,134.1818181818182,1.4024771473219555,44.85335670063068,5.253173933332339,4.077577881875516,11.0,11
2380,11.9,42.4,136.1,1.8788294228055935,36.83492129487776,4.468440318735005,3.683492129487776,10.0,10
2380,11.9,129.11111111111111,138.44444444444446,2.6270200927859753,66.57554147557327,5.00923061886803,3.698641193087404,18.0,18
2380,11.9,150.55555555555554,168.44444444444446,1.7777777777777777,30.936996048394153,4.167201472796662,3.4374440053771282,9.0,9
2380,11.9,43.81818181818182,171.0,2.081004207683563,45.698056259879934,6.199923979522026,4.1543687508981755,11.0,11
2380,11.9,10.11111111111111,173.66666666666666,1.3698697784375502,36.909728452698594,5.191376466741532,4.101080939188733,9.0,9
2380,11.9,55.6,175.0,1.4966629547095764,38.39243986618144,4.895350089087481,3.8392439866181443,10.0,10
2380,11.9,112.27272727272727,178.72727272727272,1.6614242620451876,43.868391741847155,5.209377717689094,3.988035612895196,11.0,11
2380,11.9,142.5,179.125,1.3635890143294642,30.783632694086485,6.009985081169472,3.8479540867608106,8.0,8
2380,11.9,18.583333333333332,188.41666666666666,2.0378365434395804,47.59667721097679,6.130446068221116,3.9663897675813993,12.0,12
2400,12.0,155.0,19.666666666666668,1.247219128924647,35.331611651566426,4.624697802119397,3.925734627951825,9.0,9
2400,12.0,31.5,21.875,1.899835519196333,68.16816027118335,5.552745637778799,4.26051001694896,16.0,16
2400,12.0,185.08333333333334,29.0,1.552328000849763,50.035620438903344,5.094374768835426,4.169635036575278,12.0,12
2400,12.0,58.1,45.6,1.3892443989449803,40.725091624258205,5.2083840589165815,4.0725091624258205,10.0,10
2400,12.0,93.06666666666666,57.266666666666666,1.8233059108236456,64.45866664808847,5.974924352991104,4.297244443205898,15.0,15
2400,12.0,182.3,59.1,1.378404875209022,42.39020938258166,5.084914690502452,4.239020938258166,10.0,10
2400,12.0,124.91666666666667,61.333333333333336,1.9913005242247535,44.266580504530296,5.268790186040777,3.688881708710858,12.0,12
2400,12.0,41.42857142857143,65.64285714285714,1.661386192801858,62.11512885560492,6.6300791737416045,4.436794918257495,14.0,14
2400,12.0,158.33333333333334,82.5,2.034425935955617,46.3334132600923,5.231211297396331,3.8611177716743583,12.0,12
2400,12.0,144.875,97.875,1.103970108290981,32.84490568462279,4.781388606487959,4.1056132105778484,8.0,8
2400,12.0,76.75,114.375,2.1028254801575903,58.06185119262893,4.450900343495199,3.628865699539308,16.0,16
2400,12.0,189.25,114.125,1.243734296383275,31.133815686052785,4.742437868806586,3.891726960756598,8.0,8
2400,12.0,42.75,125.375,1.3863170633011772,34.87848495979767,5.649911693518602,4.359810619974708,8.0,8
2400,12.0,158.0909090909091,134.45454545454547,1.4024771473219555,48.03437865591944,6.256185613803184,4.366761695992676,11.0,11
2400,12.0,42.4,136.1,1.8788294228055935,37.281854839197045,4.82141048545854,3.7281854839197046,10.0,10
2400,12.0,129.13333333333333,138.13333333333333,2.575094388777062,58.66963583776293,5.374858217072904,3.9113090558508623,15.0,15
2400,12.0,43.81818181818182,170.9090909090909,2.2268088570756164,43.275889364577594,5.427041332935994,3.934171760416145,11.0,11
2400,12.0,10.125,173.5,1.3635890143294642,34.39165331155799,6.165877154833476,4.2989566639447485,8.0,8
2400,12.0,56.0,174.75,1.1989578808281798,32.90578484074058,4.839380357928899,4.1132231050925725,8.0,8
2400,12.0,112.27272727272727,178.72727272727272,1.6614242620451876,45.534951243409694,5.3875376296414,4.139541022128154,11.0,11
2400,12.0,18.571428571428573,188.35714285714286,1.9756166694199044,53.66285879007742,4.972107163878479,3.8330613421483872,14.0,14
2420,12.1,31.5,21.5,2.0949675149960894,73.08736639830455,5.329549587226892,4.060409244350253,18.0,18
2420,12.1,154.875,19.875,1.103970108290981,31.672487408550833,4.614512535858717,3.959060926068854,8.0,8
2420,12.1,185.0,28.818181818181817,1.4658650451451907,45.014528415131316,5.179049935024675,4.092229855921029,11.0,11
2420,12.1,58.27272727272727,45.54545454545455,1.4431370787625037,42.99471671027806,4.770245929279411,3.908610610025278,11.0,11
2420,12.1,93.0,57.1875,1.8103435447450298,65.33367732100623,5.06915732502238,4.08335483256289,16.0,16
2420,12.1,182.33333333333334,59.22222222222222,1.3966450099973928,38.91088165907992,5.657949730876932,4.323431295453324,9.0,9
