M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.6005859375,0.6005859375,-2956.0,723.1235154329131,-2232.8764845670867,-723.1235154329131,1209,0.6392965316772461,6.995358739815587,5.952147459307209,0
0.00048828125,0.00048828125,-7900.0,174827.1928535927,166927.1928535927,-174827.19285359269,128,0.9999996423721313,128.10295757743327,8740.662504100454,100
0.0009765625,0.0009765625,-7892.0,174809.69357181364,166917.69357181364,-174809.6935718136,128,0.9999990463256836,128.05870031673905,8739.942914002699,200
0.0,0.0,-7872.0,174749.44750031276,166877.44750031276,-174749.44750031276,128,1.0,127.96684908022569,8737.296039173287,300
-0.00048828125,0.00048828125,-7888.0,174794.88606609925,166906.88606609925,-174794.88606609922,128,0.9999996423721313,127.94786676617551,8739.271231831843,400
0.00048828125,0.00048828125,-7908.0,174855.21322019992,166947.21322019992,-174855.21322019992,128,0.9999996423721313,127.98971848077147,8741.930830464782,500
0.0,0.0,-7892.0,174809.03860059005,166917.03860059005,-174809.03860059005,128,1.0,127.93020027091482,8739.921061640856,600
0.00048828125,0.00048828125,-7868.0,174708.96363321657,166840.96363321657,-174708.96363321654,129,0.9999996423721313,128.122983788039,8735.389574945155,700
-0.00048828125,0.00048828125,-7876.0,174765.80112596258,166889.80112596258,-174765.80112596258,128,0.9999996423721313,128.02345148283914,8738.00844517279,800
0.00048828125,0.00048828125,-7880.0,174767.66597983084,166887.66597983084,-174767.66597983084,128,0.9999996423721313,128.04444906010437,8738.07673454069,900
0.0,0.0,-7888.0,174779.89033342298,166891.89033342298,-174779.89033342298,128,1.0,127.98714615643951,8738.606252568985,1000
