g_defrag,lambda_param,omega,R2,A,max_rho_growth,var_growth,final_max_rho,final_E_defrag,elapsed_time
1.5,0.0,-0.01586230253278202,0.8354247220566728,2.7628213625343445,7.882033917103548,33.05824859102911,16.211120641884644,-27409.18359768323,30.670960426330566
