step,time,norm,min_sep,max_rho
1,0.0001,4018.832885580053,32.7566787083184,1.390380479891232
51,0.0051,13263.493094749983,31.212978070027216,52.10719950253404
101,0.010099999999999994,8051.796976679065,30.64718584144391,5.79334678557012
151,0.015099999999999964,211414.19135004206,32.19957297853498,99.9999999999811
201,0.020099999999999934,8079.17244863012,30.85551004277842,3.800131878133227
251,0.025099999999999904,212434.6355159076,30.961669851608455,99.99999999998089
301,0.030099999999999873,8101.868485994697,30.085295411546152,3.527250175934407
351,0.03509999999999998,212653.98735581746,30.27065410591585,99.9999999999812
401,0.04010000000000012,8105.478721228714,28.64000698323937,3.3929786318739197
451,0.045100000000000265,212718.72567661712,25.458299236201935,99.99999999998096
501,0.05010000000000041,8106.566494148854,24.941180806048457,3.1696731766127275
551,0.05510000000000055,212816.59576206526,23.271495439700473,99.99999999998049
601,0.060100000000000695,8107.672642862179,23.021728866442675,3.2345123681331334
651,0.06510000000000084,212864.2217856599,25.6819489135852,99.9999999999806
701,0.07010000000000098,8108.113059448894,25.309336222034744,3.1245199326852706
751,0.07510000000000112,212848.26005440217,26.015620307807385,99.99999999998053
801,0.08010000000000127,8108.674584997981,27.414640249326634,2.78976884069109
851,0.08510000000000141,212877.99035459518,27.84892277988504,99.99999999998043
901,0.09010000000000155,8108.945061831361,25.15079521605629,3.3363400446311022
951,0.0951000000000017,212858.41961911315,22.886950430321644,99.99999999998049
1001,0.10010000000000184,8109.504163830458,20.336236131595246,3.279513319652045
1051,0.10510000000000198,212867.77065124427,22.4847170317974,99.99999999998089
1101,0.11010000000000213,8110.1991964603685,23.00135865552294,2.558601084251708
1151,0.11510000000000227,212877.70181936308,22.5,99.99999999998036
1201,0.12010000000000241,8110.51082291673,19.982805108392565,2.9867626688677196
1251,0.12510000000000254,212885.04242050115,18.85802216564611,99.99999999998053
1301,0.130100000000002,8110.771752458029,20.150992531386635,3.4854689540682515
1351,0.13510000000000144,212904.34396813187,20.458800062564766,67.39368539883324
1401,0.1401000000000009,8110.775113043541,19.29378138157474,2.1098234812682475
1451,0.14510000000000034,212899.1218700941,18.112495686679956,99.99999999998043
1501,0.1500999999999998,8110.931346360909,16.211492836873475,2.3025604898759444
1551,0.15509999999999924,212908.4849498144,15.598477489806497,86.71426092925229
1601,0.1600999999999987,8110.856311575646,16.00195300580526,2.7235564191599546
1651,0.16509999999999814,212906.9867312611,15.608491278787966,98.41985926250474
1701,0.1700999999999976,8111.099225234357,16.779824194549835,3.4789619128611755
1751,0.17509999999999704,212907.8890464971,16.16516316032721,65.58897135068497
1801,0.18009999999999649,8111.122345475382,16.794716431068434,2.0700520604120234
1851,0.18509999999999593,212909.14924782375,18.506755523321747,77.27171700852662
1901,0.19009999999999538,8111.046006271974,17.41048534648015,2.670727079534173
1951,0.19509999999999483,212907.95085767825,18.80990430597668,82.21418557665773
2001,0.20009999999999428,8111.134720376317,22.92651303622075,2.368196854361721
2051,0.20509999999999373,212901.04533905705,23.325147373596593,99.99999999998013
2101,0.21009999999999318,8111.1355780543145,25.347583711273153,2.691235330730481
2151,0.21509999999999263,212904.50465917966,26.6563782236072,85.53917118520977
2201,0.22009999999999208,8111.252930499431,26.368778887161234,3.23610504777845
2251,0.22509999999999153,212892.45310304232,23.954383732419416,99.99999999998049
2301,0.23009999999999098,8111.607067229435,27.04279016669693,3.1218471026002548
2351,0.23509999999999043,212907.14552848728,26.926984606524364,98.48390800682402
2401,0.24009999999998988,8111.7023088410815,28.201285431696196,3.5678922255745436
2451,0.24509999999998933,212909.50548169637,28.53506614676055,99.99999999998029
2501,0.2500999999999888,8111.805643307411,29.09682113221305,3.5525888651518303
2551,0.2550999999999882,212909.91431081068,31.07752403265099,71.73843098012922
2601,0.2600999999999877,8111.8019378073195,32.685050099395596,2.069522355859489
2651,0.2650999999999871,212911.3724188702,34.539832078341085,76.77763319216386
2701,0.2700999999999866,8111.816977530767,32.66974900423938,2.4057927609269116
2751,0.275099999999986,212901.6653689018,30.872722588071174,99.9999999999802
2801,0.28009999999998547,8111.874777396692,29.58251172568009,2.1317335770188026
2851,0.2850999999999849,212910.94006755284,27.15810192189432,80.29227476978672
2901,0.29009999999998437,8111.861529499421,25.84206841566673,2.3971226992652563
2951,0.2950999999999838,212908.1595143211,25.427593279742382,78.7557362123677
3001,0.30009999999998327,8111.942953248994,20.155644370746373,2.176196847297279
3051,0.3050999999999827,212911.08395996917,20.751505969447134,71.06627216247264
3101,0.31009999999998217,8111.961252649871,21.916032943943115,2.4417384972631884
3151,0.3150999999999816,212894.41776177377,19.080421903092184,99.99999999998117
