time,E_matter,E_gauge,E_total
21.400000000000002,,,
21.6,,,
21.8,,,
22.0,,,
22.2,,,
22.400000000000002,,,
22.6,,,
22.8,,,
23.0,,,
23.2,,,
23.400000000000002,,,
23.6,,,
23.8,,,
24.0,,,
24.2,,,
24.400000000000002,,,
24.6,,,
24.8,,,
25.0,,,
25.2,,,
25.400000000000002,,,
25.6,,,
25.8,,,
26.0,,,
26.2,,,
26.400000000000002,,,
26.6,,,
26.8,,,
27.0,,,
27.2,,,
27.400000000000002,,,
27.6,,,
27.8,,,
28.0,,,
28.2,,,
28.400000000000002,,,
28.6,,,
28.8,,,
29.0,,,
29.2,,,
29.400000000000002,,,
29.6,,,
29.8,,,
30.0,,,
30.2,,,
30.400000000000002,,,
30.6,,,
30.8,,,
31.0,,,
31.2,,,
31.400000000000002,,,
31.6,,,
31.8,,,
32.0,,,
32.2,,,
32.4,,,
32.6,,,
32.8,,,
33.0,,,
33.2,,,
33.4,,,
33.6,,,
33.8,,,
34.0,,,
34.2,,,
34.4,,,
34.6,,,
34.800000000000004,,,
35.0,,,
35.2,,,
35.4,,,
35.6,,,
35.800000000000004,,,
36.0,,,
36.2,,,
36.4,,,
36.6,,,
36.800000000000004,,,
37.0,,,
37.2,,,
37.4,,,
37.6,,,
37.800000000000004,,,
38.0,,,
38.2,,,
38.4,,,
38.6,,,
38.800000000000004,,,
39.0,,,
39.2,,,
39.4,,,
39.6,,,
39.800000000000004,,,
40.0,,,
