M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.59228515625,0.59228515625,-2792.0,1030.3430373163064,-1761.6569626836936,-1030.3430373163062,1213,0.6491982936859131,10.682110663796502,16.82281630655946,0
-0.00048828125,0.00048828125,-7616.0,173970.48222441168,166354.48222441168,-173970.48222441168,134,0.9999996423721313,128.21558831583005,8703.093326810904,100
-0.0009765625,0.0009765625,-7700.0,174271.99803784426,166571.99803784426,-174271.99803784426,130,0.9999990463256836,128.02698989647263,8716.422481987674,200
0.00048828125,0.00048828125,-7736.0,174331.39622649722,166595.39622649722,-174331.39622649725,132,0.9999996423721313,128.31066106140787,8718.933683031119,300
-0.0009765625,0.0009765625,-7712.0,174214.52015762933,166502.52015762933,-174214.52015762936,135,0.9999990463256836,127.9969251952913,8713.618255084817,400
0.00048828125,0.00048828125,-7688.0,174182.6708559969,166494.6708559969,-174182.67085599687,132,0.9999996423721313,128.14941820892443,8712.508130257775,500
-0.0009765625,0.0009765625,-7716.0,174212.06368404147,166496.06368404147,-174212.0636840415,134,0.9999990463256836,128.0655596618002,8713.630523036489,600
-0.00244140625,0.00244140625,-7688.0,174183.15666848872,166495.15666848872,-174183.15666848875,129,0.9999939203262329,128.44939349498824,8712.313972095139,700
-0.00244140625,0.00244140625,-7716.0,174238.8640209458,166522.8640209458,-174238.8640209458,133,0.9999939203262329,128.199494310272,8714.879612082277,800
-0.00048828125,0.00048828125,-7652.0,174085.55845574586,166433.55845574586,-174085.55845574586,133,0.9999996423721313,128.13494033854343,8708.296096655766,900
0.0,0.0,-7688.0,174137.22091396808,166449.22091396808,-174137.22091396808,136,1.0,128.24442219045198,8710.504314297203,1000
-0.00634765625,0.00634765625,-7736.0,174306.05495020308,166570.05495020308,-174306.05495020308,132,0.9999595880508423,128.634342664705,8717.618804629785,1100
-0.00390625,0.00390625,-7724.0,174323.75986420584,166599.75986420584,-174323.75986420584,131,0.9999847412109375,128.15934296236614,8718.6816020537,1200
-0.00244140625,0.00244140625,-7696.0,174235.55843105025,166539.55843105025,-174235.55843105022,134,0.9999939203262329,128.05871823471534,8714.906848681547,1300
0.0048828125,0.0048828125,-7688.0,174150.39909839968,166462.39909839968,-174150.39909839968,135,0.9999761581420898,128.18772891538788,8710.94363048027,1400
0.00048828125,0.00048828125,-7704.0,174207.6138421449,166503.6138421449,-174207.6138421449,133,0.9999996423721313,128.1972166535613,8713.551648523804,1500
-0.00390625,0.00390625,-7736.0,174330.24837138818,166594.24837138818,-174330.2483713882,131,0.9999847412109375,128.48167145141633,8718.85539522464,1600
-0.0009765625,0.0009765625,-7668.0,174041.89564144227,166373.89564144227,-174041.89564144224,134,0.9999990463256836,128.50949495990102,8705.724363534722,1700
-0.0009765625,0.0009765625,-7652.0,174059.56347801973,166407.56347801973,-174059.56347801973,136,0.9999990463256836,128.14959872407286,8707.13493393,1800
0.0009765625,0.0009765625,-7724.0,174275.22193939594,166551.22193939594,-174275.22193939594,135,0.9999990463256836,128.27394423061932,8716.451790698018,1900
-0.00439453125,0.00439453125,-7712.0,174310.34682161536,166598.34682161536,-174310.34682161536,128,0.9999805688858032,128.28450302930332,8718.032292352971,2000
